name,pointx_class,lat,lon,poi_class,Entertainment,Gambling,Sports
Puregym Crayford,4240293.0,51.45040086382515,0.1798863714722954,Sports,0,0,1
Take the Mike Ltd,4210273.0,51.5132331495538,-0.1412342174866194,Entertainment,1,0,0
Anytime Fitness,4240293.0,51.53514337050504,-0.0062443061371193,Sports,0,0,1
Anytime Fitness,4240293.0,51.44832875083932,-0.003652956171265,Sports,0,0,1
Collective Agents,4210273.0,51.51425514258741,-0.1117625337619448,Entertainment,1,0,0
Inside Government,4210273.0,51.49884535448504,-0.1406814514376617,Entertainment,1,0,0
On Tour Events UK Ltd,4210273.0,51.529813158395086,-0.1230275675146001,Entertainment,1,0,0
Molto Music,4210273.0,51.51213298253694,-0.1274725948261604,Entertainment,1,0,0
B B C Gardeners World Live,4210273.0,51.493817695550646,-0.2158828121668007,Entertainment,1,0,0
Quartz Events,4210273.0,51.46874619724373,-0.2099499825745469,Entertainment,1,0,0
High Performance Cricket Centre Ltd,4240293.0,51.61000465433835,0.1250720560108859,Sports,0,0,1
My Green Prescription,4230770.0,51.5147718893096,-0.1237900643119358,Sports,0,0,1
Mototrainer,4210273.0,51.49455918682905,-0.2791636806290982,Entertainment,1,0,0
The Redbrick Studios,4250315.0,51.519660298030686,-0.0741919120272349,Entertainment,1,0,0
The Event Book,4210273.0,51.506948199028606,-0.1260280117446764,Entertainment,1,0,0
D & A Dropzone,4230770.0,51.38851158229917,0.1574990428028093,Sports,0,0,1
Snatch'd House,4210273.0,51.51242055177358,-0.1151098807816049,Entertainment,1,0,0
Syndicus,4250314.0,51.51382010982714,-0.1020810595043266,Entertainment,1,0,0
Lucinda Leon Management,4210273.0,51.59676735063961,-0.1132657443435954,Entertainment,1,0,0
Gilmoora House,4250762.0,51.51777159679477,-0.1399252009865194,Entertainment,1,0,0
Swamp Motel,4210273.0,51.53049674777032,-0.0605713395879635,Entertainment,1,0,0
Amazing Events,4210273.0,51.52561505491182,-0.0836282577937974,Entertainment,1,0,0
Comedy Carnival Leicester Square,4250315.0,51.51133774737957,-0.1323042173087566,Entertainment,1,0,0
Function Fixers Ltd,4210273.0,51.5147718893096,-0.1237900643119358,Entertainment,1,0,0
Summit Meeting Rooms,4250762.0,51.50171481101382,-0.1053922499512122,Entertainment,1,0,0
Picadilly Chambers,4250762.0,51.50791120721341,-0.1396351147163754,Entertainment,1,0,0
Fortune Band,4210273.0,51.55552867000538,-0.0839002818346999,Entertainment,1,0,0
Versity Camp Nightclub,4250312.0,51.51251325845764,-0.1338414385599104,Entertainment,1,0,0
Keam George Agency,4210273.0,51.52144535298053,-0.203113131363555,Entertainment,1,0,0
Ricky Paul Flowers Ltd,4210273.0,51.62638760500683,0.0363880260597119,Entertainment,1,0,0
Lamneaj Entertainment,4210273.0,51.522916971711645,-0.193541312879146,Entertainment,1,0,0
Paul Robins Promotions,4210273.0,51.50273348655647,0.0459855218557983,Entertainment,1,0,0
Doorsteps Theatre,4210273.0,51.54101570249961,0.0801297331888985,Entertainment,1,0,0
The Gym Factory,4240293.0,51.55085508234669,0.026204721845375,Sports,0,0,1
G R C World Forums,4210273.0,51.51433788332544,-0.1079686410458836,Entertainment,1,0,0
William Hill,4220279.0,51.517656592346704,-0.1309935545891036,Gambling,0,1,0
Crayzee Barn Ltd,4210271.0,51.43272171692762,0.1393214018271198,Entertainment,1,0,0
Cousins Snooker,4240301.0,51.61388254031851,-0.0648186331432447,Sports,0,0,1
Julie Harkin Casting Ltd,4210273.0,51.58617485223164,-0.0204961509883541,Entertainment,1,0,0
J E Events,4210273.0,51.52375826402731,-0.0806688766045678,Entertainment,1,0,0
Big Data L D N,4210273.0,51.462712158826335,-0.3018303779109824,Entertainment,1,0,0
Dagenham Cagebirds,4250314.0,51.55257863088914,0.1599427299863969,Entertainment,1,0,0
Calpac,4250314.0,51.356829949647874,-0.10008835079302,Entertainment,1,0,0
London Secularists Society,4250314.0,51.44827267677061,-0.401779059065491,Entertainment,1,0,0
Surrey Facebooth,4210273.0,51.37849703679109,-0.3864083139916584,Entertainment,1,0,0
Adventure North Wales,4230770.0,51.3992860003596,-0.3823848385032944,Sports,0,0,1
Workspace Meeting Rooms,4250762.0,51.5251913445132,-0.1096090686158805,Entertainment,1,0,0
Prohibition Partners Live,4250762.0,51.53078602059517,-0.0934112100288307,Entertainment,1,0,0
Harriet Benton,4210273.0,51.495919659019656,-0.2534878810920884,Entertainment,1,0,0
Paddle Richmond,4230770.0,51.457876342450426,-0.3065138272963134,Sports,0,0,1
Glorious Management,4210273.0,51.53321937952639,-0.0988952356770394,Entertainment,1,0,0
Diversity Network,4250762.0,51.5169474331532,-0.1047328223399535,Entertainment,1,0,0
Design Hub Clerkenwell,4250762.0,51.52458629018956,-0.0977700173165416,Entertainment,1,0,0
Hang,4210273.0,51.46972762751593,-0.3614640755364133,Entertainment,1,0,0
Camm & Hooper,4210273.0,51.51290583803578,-0.0768691949324747,Entertainment,1,0,0
Future Agency,4210273.0,51.51821599589966,-0.1277275880073343,Entertainment,1,0,0
G W B Entertainment UK Ltd,4210273.0,51.50024324369871,-0.2126638885647483,Entertainment,1,0,0
William Hill,4220279.0,51.60565172820957,-0.0684757329638101,Gambling,0,1,0
William Hill,4220279.0,51.56589106887622,0.1760793877627839,Gambling,0,1,0
Closer Talent Management,4210273.0,51.521671673125866,-0.1437303300288252,Entertainment,1,0,0
Hometainment Ltd,4210273.0,51.518467345902,-0.1424048357086302,Entertainment,1,0,0
Harry & Edge,4210273.0,51.5210714972622,-0.1089724641053265,Entertainment,1,0,0
19 Greek Street,4250762.0,51.51398525200816,-0.1302790948209387,Entertainment,1,0,0
Sphinx Adonis Events International Ltd,4210273.0,51.527302070400125,-0.0889203881844514,Entertainment,1,0,0
Dormers Wells Leisure Centre,4240293.0,51.51768101110926,-0.3650204522668234,Sports,0,0,1
Buzz Bingo,4220278.0,51.65116529553773,-0.0572029918051402,Gambling,0,1,0
Tellyo Pro,4210273.0,51.36782690271881,-0.1039000236057141,Entertainment,1,0,0
Sir James Altham 3g Pitch,4240293.0,51.61856487380253,-0.3832383255380638,Sports,0,0,1
First Artists Management Ltd,4210273.0,51.46387475420309,-0.115426521124415,Entertainment,1,0,0
William a Bong Ltd,4210273.0,51.49561757102256,-0.224269051882683,Entertainment,1,0,0
Caspar Craven - Motivational Speaker UK,4210273.0,51.518467345902,-0.1424048357086302,Entertainment,1,0,0
The Music Room,4210273.0,51.57051353282487,-0.2951035926848365,Entertainment,1,0,0
1903 Ltd,4240302.0,51.477436663601104,-0.2695017177889533,Sports,0,0,1
The Gym Group London Sutton,4240293.0,51.368771461721785,-0.1955916402271802,Sports,0,0,1
Fitness First,4240293.0,51.51264198859855,-0.1193810712084697,Sports,0,0,1
Las Vegas Casino,4220280.0,51.52205343887453,-0.1180275681215189,Gambling,0,1,0
Lee Valley Hockey & Tennis Centre,4240293.0,51.55353232826105,-0.0146723080762798,Sports,0,0,1
Tweeddale Children's Centre,4210271.0,51.384328138543765,-0.1795090290849686,Entertainment,1,0,0
Fitness First,4240293.0,51.55782122469224,-0.1021252274356424,Sports,0,0,1
Swift Road Outdoor Sports Centre,4240293.0,51.50205948594287,-0.374584633683855,Sports,0,0,1
Buzz Bingo,4220278.0,51.45597950166644,0.1505137237920236,Gambling,0,1,0
Anytime Fitness,4240293.0,51.54046933064131,-0.055128941336706,Sports,0,0,1
Lee Valley Athletics Centre,4240293.0,51.631351062329294,-0.0373968796619575,Sports,0,0,1
Anytime Fitness,4240293.0,51.54454589710545,-0.1762439399990676,Sports,0,0,1
Anytime Fitness,4240293.0,51.370018901051566,-0.4897472046202242,Sports,0,0,1
Anytime Fitness,4240293.0,51.33434730100188,-0.2658220260163236,Sports,0,0,1
R M S Studios,4250315.0,51.46914925282432,-0.2086671834743872,Entertainment,1,0,0
Cricket Writers Club,4250314.0,51.3620201859716,-0.0902205844600117,Entertainment,1,0,0
Laser Quest & V R Centre Bromley,4230283.0,51.41853254451648,0.0012760633677417,Sports,0,0,1
All Style Sound International,4210276.0,51.48855477907152,-0.0791184195515699,Entertainment,1,0,0
Arthouse Crouch End,4250308.0,51.58183092502587,-0.1199899813787249,Entertainment,1,0,0
Eltham,4250308.0,51.45046944532867,0.0566114175553184,Entertainment,1,0,0
Bromley,4250308.0,51.399696098415184,0.0147152760551256,Entertainment,1,0,0
Genesis Entertainment,4250308.0,51.52146639433701,-0.0512394634665791,Entertainment,1,0,0
Anytime Fitness,4240293.0,51.46595295165599,-0.1931715993778633,Sports,0,0,1
Swift Mastering,4210273.0,51.474004880397565,-0.152433794883565,Entertainment,1,0,0
Anytime Fitness,4240293.0,51.50970080766952,-0.3252159534007883,Sports,0,0,1
Mixing Digital Ltd,4210273.0,51.55362927181605,-0.0434604199528499,Entertainment,1,0,0
Queens Park Children's Centre,4210271.0,51.52930060792542,-0.2046059916767898,Entertainment,1,0,0
Ninia Benjamin,4210273.0,51.63626000369539,-0.0112637507391288,Entertainment,1,0,0
London Motor Sports,4210820.0,51.51511235076091,-0.2286173671576432,Entertainment,1,0,0
Nuffield Fitness & Wellbeing Centres,4240293.0,51.52026892068881,-0.0971571356557595,Sports,0,0,1
M & B Sports & Social Club,4250314.0,51.54801384516361,0.1699817066794183,Entertainment,1,0,0
The Sporting Club,4210273.0,51.51395271451341,-0.1310586901155805,Entertainment,1,0,0
Ct24,4210273.0,51.52561505491182,-0.0836282577937974,Entertainment,1,0,0
Ockham's Razor,4210273.0,51.49324741364506,-0.2263059056857407,Entertainment,1,0,0
Picnic,4210271.0,51.41195554208844,-0.2995558662393873,Entertainment,1,0,0
Hendon Golf Club,4240292.0,51.60634096312865,-0.2207365242942493,Sports,0,0,1
Vivid Music,4210273.0,51.59335276210808,-0.0350548265512618,Entertainment,1,0,0
H R Sports Academy,4250314.0,51.587578724641546,-0.0724182306819161,Entertainment,1,0,0
Reiss,4210273.0,51.567968895576016,-0.0042745933101983,Entertainment,1,0,0
Energie Fitness Clubs,4240293.0,51.50176571116991,-0.272254396890531,Sports,0,0,1
The Panther Car Club Ltd,4250314.0,51.36579197870108,0.035580281464864,Entertainment,1,0,0
conferencecall.co.uk,4250762.0,51.4932721796935,-0.2751714044451689,Entertainment,1,0,0
Nutkhut,4210273.0,51.48067598605424,0.0371057753120236,Entertainment,1,0,0
Zero Carbon Adventures,4230770.0,51.63492370172522,-0.4617132667698732,Sports,0,0,1
D N A V R,4220277.0,51.48977460303814,-0.2228654928333314,Entertainment,1,0,0
Count Down Competitions,4210273.0,51.5147718893096,-0.1237900643119358,Entertainment,1,0,0
Allwyn,4210273.0,51.51352509308416,-0.1608948567084716,Entertainment,1,0,0
We R Djs,4210273.0,51.5147718893096,-0.1237900643119358,Entertainment,1,0,0
Engine Rooms,4250762.0,51.5318105614328,-0.1360657198519316,Entertainment,1,0,0
Klay,4210273.0,51.39136415829999,-0.3229287089303447,Entertainment,1,0,0
M B Events & Caterers,4210273.0,51.5678794121185,-0.0255621097577978,Entertainment,1,0,0
Villa Nightclub,4250312.0,51.53630936341491,-0.2446606407191261,Entertainment,1,0,0
Boujee Music,4210273.0,51.51481359663732,-0.1235865746608297,Entertainment,1,0,0
M W Event Services,4210273.0,51.42119262638491,-0.370781431949529,Entertainment,1,0,0
Energie Fitness Clubs,4240293.0,51.43965895055995,-0.0549538965944516,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.35688376493544,-0.1500833985191068,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.46372899440065,-0.2164806817372158,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.49080900213674,-0.3033938525290961,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.61558193923573,-0.1106236837744026,Sports,0,0,1
Right Venues,4210273.0,51.50463947629581,-0.193226767616619,Entertainment,1,0,0
Energie Fitness Clubs,4240293.0,51.47961003205842,0.1813366208704939,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.55271092686954,-0.2112860656898148,Sports,0,0,1
N F T Market Ltd,4250762.0,51.496833905898576,-0.017871853433447,Entertainment,1,0,0
Energie Fitness Clubs,4240293.0,51.51903476443189,-0.0165823039299046,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.54740812461059,-0.0441023283631929,Sports,0,0,1
Glam Weddings,4210273.0,51.48514508575133,-0.319720886985287,Entertainment,1,0,0
Spaces Unlocked,4210273.0,51.495014309830914,-0.1457786990925029,Entertainment,1,0,0
David Lloyd Leisure Ltd,4240293.0,51.50970630835069,-0.2564769326425877,Sports,0,0,1
Divergent Talent Group Ltd,4210273.0,51.52382412912766,-0.140529077002481,Entertainment,1,0,0
Rascals Soft Play,4210271.0,51.39288220182692,-0.2382395954423624,Entertainment,1,0,0
Digital Age Expo,4210273.0,51.5147718893096,-0.1237900643119358,Entertainment,1,0,0
Food Matters Live,4210273.0,51.48938244799589,-0.2288038109996169,Entertainment,1,0,0
Fitness First,4240293.0,51.51530962350871,-0.0830807561519211,Sports,0,0,1
Axiom Productions Ltd,4210273.0,51.47465871248057,-0.3438395287685625,Entertainment,1,0,0
Set the Bar Ltd,4210273.0,51.56407753685279,-0.1014174570481192,Entertainment,1,0,0
Jungle Monkeyz,4210271.0,51.58621012291153,-0.4061689736279654,Entertainment,1,0,0
Golden Events UK,4210273.0,51.60676866618058,0.1190270780020171,Entertainment,1,0,0
We Are Verified Ltd,4210273.0,51.590162971545936,0.0434627832856441,Entertainment,1,0,0
Supercharged V R Ltd,4210273.0,51.57036767708201,-0.0094366155189922,Entertainment,1,0,0
Exchange Education,4210273.0,51.50402394903565,-0.0825313611200814,Entertainment,1,0,0
Horror Escape,4220277.0,51.47375192447765,-0.0713884950732016,Entertainment,1,0,0
Conqa Group,4210273.0,51.45741988818427,-0.2196774429916781,Entertainment,1,0,0
The Ivy Club,4250314.0,51.51300073659608,-0.1283161417153019,Entertainment,1,0,0
Oscars London,4250312.0,51.50813067506349,-0.1370322985576064,Entertainment,1,0,0
Swinging Waiters,4210273.0,51.66722550709958,-0.2742383061934641,Entertainment,1,0,0
London Gazebo Hire,4210273.0,51.54676499095493,-0.0101900652850452,Entertainment,1,0,0
Betfred,4220279.0,51.38560743338681,-0.4185370947014164,Gambling,0,1,0
Green Lilly Events,4210273.0,51.36043104286903,-0.5072024053865788,Entertainment,1,0,0
Betfred,4220279.0,51.45287905120394,-0.3583411049464127,Gambling,0,1,0
Betfred,4220279.0,51.52670135129431,0.0561423544473926,Gambling,0,1,0
Betfred,4220279.0,51.518079230423886,-0.4070349137373791,Gambling,0,1,0
Betfred,4220279.0,51.52104110732022,-0.1573488252345813,Gambling,0,1,0
Betfred,4220279.0,51.53985929017736,-0.3119240854012643,Gambling,0,1,0
Betfred,4220279.0,51.59271757667379,-0.105810692837798,Gambling,0,1,0
Betfred,4220279.0,51.61377151243543,-0.2486169711947785,Gambling,0,1,0
Betfred,4220279.0,51.61438080846579,-0.2753767482362792,Gambling,0,1,0
Betfred,4220279.0,51.65017945350398,-0.1749403752631946,Gambling,0,1,0
Chloe Storey Management Ltd,4210273.0,51.49344136207948,-0.2551196754111832,Entertainment,1,0,0
Level Hire Ltd,4210273.0,51.52660877357517,-0.0883150989738879,Entertainment,1,0,0
Betfred,4220279.0,51.51969743232308,-0.1807249466255996,Gambling,0,1,0
Betfred,4220279.0,51.51458795903312,-0.1433121100681318,Gambling,0,1,0
C P R Events Management,4210273.0,51.52561316348779,-0.0836225707898623,Entertainment,1,0,0
Go Ape Cockfosters,4230770.0,51.65637668014512,-0.1499273669804506,Sports,0,0,1
The Entertainment Agents' Association Ltd,4210273.0,51.51492339461913,-0.1236483604316029,Entertainment,1,0,0
Morwenna Preston Management,4210273.0,51.43160367584748,-0.1218044113609934,Entertainment,1,0,0
Phantom Music Management,4210273.0,51.47074016825309,-0.1968844778220789,Entertainment,1,0,0
Ms-l Performing Arts Exchange,4210273.0,51.56602232780814,-0.1482731925591888,Entertainment,1,0,0
Loop VIP Ltd,4210273.0,51.51281078361602,-0.1333248626107127,Entertainment,1,0,0
C H Events,4210273.0,51.51113513435166,-0.0872032980358388,Entertainment,1,0,0
Uplands Social Club Ltd,4250314.0,51.60516944879398,0.0531726011398707,Entertainment,1,0,0
The Hatch End Lawn Tennis Company Ltd,4240305.0,51.61247321464947,-0.3634800196803859,Sports,0,0,1
Sword Fighting International Ltd,4210273.0,51.33096019557363,-0.2818977126376552,Entertainment,1,0,0
Paddling Pool,4240304.0,51.3698746978455,-0.4577594074188496,Sports,0,0,1
Paddling Pool,4240304.0,51.37261263982888,-0.4422426882737627,Sports,0,0,1
Paddling Pool,4240304.0,51.39374706279157,-0.2069811174228147,Sports,0,0,1
Paddling Pool,4240304.0,51.36913716517748,-0.3983625450658115,Sports,0,0,1
Paddling Pool,4240304.0,51.40409614646687,-0.0330186964754649,Sports,0,0,1
Paddling Pool,4240304.0,51.43270934714431,-0.1392561439640418,Sports,0,0,1
Paddling Pool,4240304.0,51.53884194897246,0.0213997532264689,Sports,0,0,1
Paddling Pool,4240304.0,51.34758138626052,-0.4925583959452443,Sports,0,0,1
The Derby,4250312.0,51.48124422062196,-0.1134863968833854,Entertainment,1,0,0
Play Hayes,4210271.0,51.5036020277913,-0.4196861582931471,Entertainment,1,0,0
The Body Werkes,4210820.0,51.5353697421732,-0.5111269490732948,Entertainment,1,0,0
Laser Quest Romford,4230283.0,51.57680659572576,0.1779675812332786,Sports,0,0,1
Gaming Fun,4220277.0,51.53424382600434,0.0537137924707976,Entertainment,1,0,0
Coopers Coborn Allweather Pitch Ltd,4240302.0,51.55616295607732,0.2600090288320295,Sports,0,0,1
Putt Club Crazy Golf Edmonton London,4240292.0,51.614789711027726,-0.0457568215669105,Sports,0,0,1
David Lloyd Leisure Ltd,4240293.0,51.559323894148775,-0.209869610231433,Sports,0,0,1
Active Footprint Ltd,4210273.0,51.36879640392306,-0.3859160761510135,Entertainment,1,0,0
Goodpadel UK,4240293.0,51.51386784012911,-0.1189991015909925,Sports,0,0,1
Little Peeps Soft Play,4210271.0,51.367246594086495,-0.3073179536340897,Entertainment,1,0,0
Croquet & Cocktails,4210273.0,51.46644001433369,-0.170649536650775,Entertainment,1,0,0
Zhulin Hidden Village,4210273.0,51.4624234612362,-0.0107111035328717,Entertainment,1,0,0
Cafe Kolbert Comedy Waiters,4210273.0,51.36542281731383,-0.1596486565982502,Entertainment,1,0,0
Cobham Permanent Makeup,4210273.0,51.34069435512754,-0.4108658432344544,Entertainment,1,0,0
Esher Theater,4250315.0,51.37040027329662,-0.3628154651492908,Entertainment,1,0,0
Hollywood Bowl,4240290.0,51.65625592218943,-0.3967418392539843,Sports,0,0,1
Hollywood Bowl,4240290.0,51.50351767307859,0.0031674477152637,Sports,0,0,1
All Around Events,4210273.0,51.55630700763511,-0.0748658916772593,Entertainment,1,0,0
Penniwells Riding Centre for the Disabled,4230321.0,51.63977105269269,-0.2882730148827793,Sports,0,0,1
Roar B2b,4210273.0,51.50294457270535,-0.0957607949912797,Entertainment,1,0,0
Anytime Fitness,4240293.0,51.52616173152289,-0.135402617483127,Sports,0,0,1
Hike Pyrenees Ltd,4230770.0,51.61425062108746,-0.3762131470930155,Sports,0,0,1
Anytime Fitness,4240293.0,51.544201469976166,-0.1525064866792378,Sports,0,0,1
Anytime Fitness,4240293.0,51.4672027422129,-0.0665391054789499,Sports,0,0,1
Neil Biddle Tennis Ltd,4240305.0,51.45513162833169,0.1706546869652741,Sports,0,0,1
The Space Kitchen & Bar,4250315.0,51.49216602129812,-0.0242255343984057,Entertainment,1,0,0
Madani Venue,4210273.0,51.51564141699161,-0.0627734361335481,Entertainment,1,0,0
Kiddiewinks Softplay,4210271.0,51.58004672151871,0.1823227568375617,Entertainment,1,0,0
The Chicken Shed Property Company,4250315.0,51.64443332974207,-0.1452681010922779,Entertainment,1,0,0
I W S C Group,4210273.0,51.52613069544491,-0.2090122318988171,Entertainment,1,0,0
Sarah Holloway,4210273.0,51.43774458764599,-0.1460269432502862,Entertainment,1,0,0
Energie Fitness Clubs,4240293.0,51.61113668766317,-0.0182794576537052,Sports,0,0,1
Islington Parks,4240293.0,51.54592169293465,-0.1215282227037524,Sports,0,0,1
The Tomlinson Centre,4250762.0,51.53952806494369,-0.070555732555168,Entertainment,1,0,0
Teamsport North London,4240297.0,51.614789711027726,-0.0457568215669105,Sports,0,0,1
Teamsport Watford,4240297.0,51.65657584565169,-0.3848497460738316,Sports,0,0,1
The Skills Academy Ltd,4240293.0,51.37247080848089,0.1248730134868725,Sports,0,0,1
Accor UK,4210273.0,51.49379759527611,-0.2254634233691076,Entertainment,1,0,0
Rebecca Wright Casting,4210273.0,51.44975255332237,-0.0990398331146183,Entertainment,1,0,0
Game of Throwing,4210273.0,51.49277868470274,-0.2321871034756671,Entertainment,1,0,0
Pascal Theatre Company,4210273.0,51.52754547279498,-0.1279936347878354,Entertainment,1,0,0
The Ripley-duggan Partnership,4210273.0,51.55516662088553,-0.1613073633124254,Entertainment,1,0,0
The Candlelight Club,4210273.0,51.48562543815888,0.016095405011097,Entertainment,1,0,0
Scale Model Studios,4210273.0,51.49437891884193,0.0439402394108102,Entertainment,1,0,0
Dog World Kennel Club,4250314.0,51.51492339461913,-0.1236483604316029,Entertainment,1,0,0
Recreation Centre,4240293.0,51.38216279138575,-0.0846398197143748,Sports,0,0,1
Recreation Centre,4240293.0,51.48639787935252,0.0780116172336777,Sports,0,0,1
Swimming Pool,4240304.0,51.42456733638869,-0.0300770609346996,Sports,0,0,1
Swimming Pool,4240304.0,51.585530946884646,-0.3409343355632413,Sports,0,0,1
Swimming Pool,4240304.0,51.40037448742067,0.0430530569455634,Sports,0,0,1
Swimming Pool,4240304.0,51.627857733809634,0.0644554976351496,Sports,0,0,1
Swimming Pool,4240304.0,51.62554853244033,0.0811537335265114,Sports,0,0,1
Swimming Pool,4240304.0,51.32724764956767,-0.2783189406961394,Sports,0,0,1
Swimming Pool,4240304.0,51.41387084888825,-0.2659782475202763,Sports,0,0,1
Swimming Pool,4240304.0,51.542618207639215,-0.0616279321914902,Sports,0,0,1
Swimming Pool,4240304.0,51.66308778953499,-0.3665731858867815,Sports,0,0,1
Swimming Pool,4240304.0,51.65934863765526,-0.0621158976475383,Sports,0,0,1
Swimming Pool,4240304.0,51.58945063480715,-0.5261597933459213,Sports,0,0,1
Swimming Pool,4240304.0,51.41829914486589,-0.358041402965603,Sports,0,0,1
Swimming Pool,4240304.0,51.5839037778694,0.2152420261982819,Sports,0,0,1
Swimming Pool,4240304.0,51.490336612697526,-0.270439376247541,Sports,0,0,1
Swimming Pool,4240304.0,51.43054290815487,-0.2138747155596292,Sports,0,0,1
Swimming Pool,4240304.0,51.36473072465129,-0.1901480190658818,Sports,0,0,1
Swimming Pool,4240304.0,51.51565323773793,-0.2946016830229059,Sports,0,0,1
Swimming Pool,4240304.0,51.629619800488655,-0.229516624509932,Sports,0,0,1
Swimming Pool,4240304.0,51.55643044147186,-0.1513171144876363,Sports,0,0,1
Swimming Pool,4240304.0,51.57149007100122,-0.1562907908404033,Sports,0,0,1
Swimming Pool,4240304.0,51.5509795677782,-0.4676472891399789,Sports,0,0,1
Swimming Pool,4240304.0,51.51542927871079,-0.1255358201207105,Sports,0,0,1
Swimming Pool,4240304.0,51.53835020462836,-0.1170525527464188,Sports,0,0,1
Swimming Pool,4240304.0,51.63505038507365,-0.157009098016188,Sports,0,0,1
Swimming Pool,4240304.0,51.48182617568712,-0.2550200747126114,Sports,0,0,1
Swimming Centre,4240304.0,51.58317407871326,-0.1303271620748373,Sports,0,0,1
Swimming Pool,4240304.0,51.6153731953459,-0.1301597668198351,Sports,0,0,1
Swimming Pool,4240304.0,51.37342195878605,0.0223693404979729,Sports,0,0,1
Swimming Pool,4240304.0,51.37007957914747,-0.3054751128856588,Sports,0,0,1
Swimming Pool,4240304.0,51.641730705438725,0.0945556851360365,Sports,0,0,1
Swimming Pool,4240304.0,51.42900604818754,-0.3197527426454181,Sports,0,0,1
Swimming Pool,4240304.0,51.48445541411943,-0.2087299681486877,Sports,0,0,1
Swimming Pool,4240304.0,51.60457245560082,-0.1723522711356636,Sports,0,0,1
Swimming Pool,4240304.0,51.55541752946131,-0.3442228327585317,Sports,0,0,1
Swimming Bath,4240304.0,51.340603281961,-0.0158035097630438,Sports,0,0,1
Swimming Pool,4240304.0,51.55373047431523,-0.174722627759245,Sports,0,0,1
Swimming Pool,4240304.0,51.614686170555785,0.1018037022468589,Sports,0,0,1
Swimming Pool,4240304.0,51.47810031688029,-0.0236237619473913,Sports,0,0,1
Swimming Bath,4240304.0,51.509872357396965,-0.0581328033415763,Sports,0,0,1
Swimming Bath,4240304.0,51.39354620487735,-0.0675762601238657,Sports,0,0,1
Swimming Pool,4240304.0,51.33895847654972,-0.114940651532865,Sports,0,0,1
Swimming Bath,4240304.0,51.36858098320139,0.06887715253379,Sports,0,0,1
Swimming Pool,4240304.0,51.46406713364171,-0.2454473840485707,Sports,0,0,1
Swimming Pool,4240304.0,51.46586441835163,-0.2032097982395664,Sports,0,0,1
Swimming Pool,4240304.0,51.34528793835936,-0.2888286353506653,Sports,0,0,1
Public Baths,4240304.0,51.52658039010143,-0.0948613061967591,Sports,0,0,1
Public Baths,4240304.0,51.47477932481489,-0.0907563767299467,Sports,0,0,1
Swimming Bath,4240304.0,51.59224592749994,-0.1500943565841622,Sports,0,0,1
Swimming Bath,4240304.0,51.63440126743052,-0.1245363897449538,Sports,0,0,1
Swimming Pool,4240304.0,51.56522496663434,-0.1365319539247045,Sports,0,0,1
Swimming Pool,4240304.0,51.42819294611044,-0.3314487413688791,Sports,0,0,1
Swimming Pool,4240304.0,51.311219611002,-0.5576748387990619,Sports,0,0,1
Swimming Pool,4240304.0,51.58523364322164,0.2095758111637137,Sports,0,0,1
Swimming Pool,4240304.0,51.6021380472168,-0.2022110554127729,Sports,0,0,1
Swimming Pool,4240304.0,51.61189897782641,-0.421358697471397,Sports,0,0,1
Swimming Pool,4240304.0,51.43202447698464,-0.1391660019064238,Sports,0,0,1
Swimming Pool,4240304.0,51.62909770992832,0.0619542972706529,Sports,0,0,1
Swimming Pool,4240304.0,51.40501061318345,-0.2231800679661206,Sports,0,0,1
Swimming Pool,4240304.0,51.62939278744649,-0.2287741316714876,Sports,0,0,1
Swimming Pool,4240304.0,51.36882986805456,-0.3850816594341069,Sports,0,0,1
Swimming Pool,4240304.0,51.35669903147325,-0.1215231747200255,Sports,0,0,1
Tennis Courts,4240305.0,51.45666998710682,-0.0919727470599547,Sports,0,0,1
Tennis Courts,4240305.0,51.45401892541533,-0.079963993440097,Sports,0,0,1
Tennis Courts,4240305.0,51.44854248314399,-0.0942976497724522,Sports,0,0,1
Sports Court,4240293.0,51.43935307161933,-0.0822338242550663,Sports,0,0,1
Tennis Courts,4240305.0,51.4056466565302,-0.1170593546934728,Sports,0,0,1
Tennis Courts,4240305.0,51.43729673794886,-0.1156861421671274,Sports,0,0,1
Finchley Manor Lawn Tennis Club,4240305.0,51.60178321339473,-0.2025283087002844,Sports,0,0,1
Tennis Courts,4240305.0,51.45748824397442,-0.0847989265758232,Sports,0,0,1
Tennis Courts,4240305.0,51.45220173387472,-0.044561648790962,Sports,0,0,1
Tennis Courts,4240305.0,51.40259479490632,-0.0890771396089204,Sports,0,0,1
Tennis Courts,4240305.0,51.416579946135776,-0.090823791955355,Sports,0,0,1
Tennis Courts,4240305.0,51.42140568225582,-0.1094790476773724,Sports,0,0,1
Wembley and Sudbury Lawn Tennis and Squash Rackets Club,4240305.0,51.55459752184016,-0.3063009956058192,Sports,0,0,1
Brondesbury Cricket and Tennis Club,4240305.0,51.55779334949081,-0.2066867423141802,Sports,0,0,1
Highgate Cricket and Lawn Tennis Club,4240305.0,51.58280214189408,-0.1346437795973847,Sports,0,0,1
