name,pointx_class,lat,lon,poi_class,Entertainment,Gambling,Sports
Nic Picot Entertainment,4210273.0,51.61662120035015,-0.3643130441019729,Entertainment,1,0,0
The Leisure Centre & Pool in Park,4240293.0,51.31015769175796,-0.5562217178747082,Sports,0,0,1
St Dunstans Leisure,4240293.0,51.44381639602672,-0.0287451272353714,Sports,0,0,1
Shirley Park Golf Club,4240292.0,51.37533218767109,-0.0629981847464043,Sports,0,0,1
Shepperton Sports & Social Club,4250314.0,51.39649766203274,-0.4468105735383385,Entertainment,1,0,0
Sobell Leisure Centre,4240293.0,51.55893630236165,-0.1116003266776994,Sports,0,0,1
Attic Theatre Company,4210273.0,51.408673733175085,-0.1625599244554336,Entertainment,1,0,0
Hospitality Line,4210273.0,51.411292090446025,0.0753806373007391,Entertainment,1,0,0
The Edmonton Working Men's Conservative Club,4250314.0,51.63497506617962,-0.0520857391483669,Entertainment,1,0,0
Boro Bethnal Green Working Mens Club,4250314.0,51.52808591925402,-0.0637878379033572,Entertainment,1,0,0
Double R Racing,4210820.0,51.328370651078686,-0.5397406319889604,Entertainment,1,0,0
Brent Valley Golf Course & Fitness Centre,4240292.0,51.51592994585032,-0.3402215591847696,Sports,0,0,1
Serious,4210273.0,51.52477239003914,-0.1059359912632473,Entertainment,1,0,0
Leyton House Working Mens Club & Institute,4250314.0,51.55041782444048,-0.0028359582740485,Entertainment,1,0,0
Private Drama,4210273.0,51.4910786420492,-0.2447274783890095,Entertainment,1,0,0
Wimbledon Park Golf Club,4240292.0,51.434571605991735,-0.2062218956160685,Sports,0,0,1
Tara Arts,4250315.0,51.442175850767725,-0.1884550690974383,Entertainment,1,0,0
Pop Up Creative Solutions,4210273.0,51.65211784789719,0.0584162240775385,Entertainment,1,0,0
Banstead County Cricket Club,4250314.0,51.32988529800706,-0.2124776695050819,Entertainment,1,0,0
The Outside Edge Theatre Company,4210273.0,51.51686651919602,-0.0596370016236583,Entertainment,1,0,0
Crockfords Casino,4220280.0,51.50644192535502,-0.1490757930320047,Gambling,0,1,0
Croydon Active Paddlers Canoe & Kayak Club,4230287.0,51.34517964514976,-0.062474933307024,Sports,0,0,1
Virgin Active Health Club,4240293.0,51.58097039038127,-0.12296993188041,Sports,0,0,1
Groves Artists Ltd,4210273.0,51.4613287201364,-0.205331339682364,Entertainment,1,0,0
Buzz Bingo,4220278.0,51.65518890166078,-0.2751147957048196,Gambling,0,1,0
The Sixteen,4210273.0,51.496657250925,-0.1286255540280591,Entertainment,1,0,0
Paul Holman Associates,4210273.0,51.55536511681613,-0.4000781518725581,Entertainment,1,0,0
The Little Gym,4210271.0,51.47650889476799,-0.2675697590816709,Entertainment,1,0,0
Burway Rowing Club,4250314.0,51.404077781894905,-0.4901308823175311,Entertainment,1,0,0
Nuffield Fitness & Wellbeing Centres,4240293.0,51.61706338329046,-0.0055738780124321,Sports,0,0,1
Traq Motor Racing,4240297.0,51.389004123802415,-0.1426538591942303,Sports,0,0,1
Cherry Ripe Management,4210273.0,51.5653306555558,-0.2358673489667037,Entertainment,1,0,0
The Manor,4240293.0,51.56017632716283,-0.2196780609350532,Sports,0,0,1
High Performance UK,4210273.0,51.43108327616908,-0.5057008388782008,Entertainment,1,0,0
Namco Funscape,4220277.0,51.50282283740836,-0.1192565467489465,Entertainment,1,0,0
Fitness First,4240293.0,51.516886755382565,-0.0783446307726002,Sports,0,0,1
Gambado Chelsea,4210273.0,51.47415870363095,-0.183574036117278,Entertainment,1,0,0
Phantom Music Management Ltd,4210273.0,51.51148672571222,-0.1360162892046427,Entertainment,1,0,0
Wimbledon Common Golf Club,4240292.0,51.42584576061239,-0.2350446439323476,Sports,0,0,1
Greenwich Toy & Leisure Library,4210271.0,51.49057700042755,0.1163153174588691,Entertainment,1,0,0
2010 Club,4250314.0,51.40802429636913,-0.1781582567697203,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.36986287367087,-0.4985977110125053,Entertainment,1,0,0
Seasons Textiles Ltd,4210273.0,51.53205468917799,-0.2718287842706313,Entertainment,1,0,0
Lorna Dallas,4210273.0,51.33923827250444,-0.2095726262285849,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.57596716180455,-0.4267601164043827,Entertainment,1,0,0
Richard Linton,4210273.0,51.390697465612334,-0.2818745002872552,Entertainment,1,0,0
New Evaristo Club,4250314.0,51.5144702320495,-0.1313689938876854,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.35874252512815,-0.2995679506214973,Entertainment,1,0,0
Bradbourne Riding & Training Centre,4230321.0,51.28654291203243,0.1810520884591733,Sports,0,0,1
Egham United Services Club,4250314.0,51.43009176937365,-0.5535467388421186,Entertainment,1,0,0
Romford War Memorial Social Club,4250314.0,51.57614400352988,0.185212811233565,Entertainment,1,0,0
Romford United Services & Social Club,4250314.0,51.57855921011445,0.1766152652340296,Entertainment,1,0,0
Romford Snooker Club,4240301.0,51.576258305040525,0.1816317868174223,Sports,0,0,1
Romford Golf Club,4240292.0,51.58742675471144,0.1998728240222524,Sports,0,0,1
The Royal British Legion,4250314.0,51.63854492585547,-0.4711574352505869,Entertainment,1,0,0
Malden Golf Club,4240292.0,51.41088387074545,-0.2525600541607459,Sports,0,0,1
M P C Entertainment,4210273.0,51.53498218477308,-0.1904538807141081,Entertainment,1,0,0
Bannatyne Health & Fitness,4240293.0,51.49681610479775,-0.12618428598773,Sports,0,0,1
Brookfarm Fishery,4230282.0,51.643728778375326,0.203090250921487,Sports,0,0,1
The Little Gym,4210271.0,51.46300996204111,-0.1895160600495812,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.59082677520539,0.2355688000092134,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.548105878264,0.2009537946810294,Entertainment,1,0,0
Rosco,4210273.0,51.42475466363716,-0.0358802867064283,Entertainment,1,0,0
Royal Fusiliers Association,4250314.0,51.50839139755003,-0.0752147417979437,Entertainment,1,0,0
Brockley Social Club,4250314.0,51.46123803023222,-0.0353363804694404,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.374770265970405,0.011436651917986,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.48735836559959,-0.1039579137478717,Entertainment,1,0,0
Mark Goucher,4210273.0,51.51155302502024,-0.1266316845863332,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.64971638863493,-0.4372610461902559,Entertainment,1,0,0
Coulsdon Manor Leisure Club,4240293.0,51.318698585101785,-0.1228320026438761,Sports,0,0,1
Platinum Lace,4250312.0,51.51051482741162,-0.1331448995655652,Entertainment,1,0,0
Chislehurst Golf Club,4240292.0,51.41122391926283,0.0653947364245242,Sports,0,0,1
Reform Club,4250314.0,51.50660814504244,-0.1334630933875507,Entertainment,1,0,0
Bowlane Entertainment,4210273.0,51.61691524138131,0.0401964077925849,Entertainment,1,0,0
Brent School Old Boys Social Club,4250314.0,51.44246205947771,0.2426966297641875,Entertainment,1,0,0
E C 1 Music Agency,4210273.0,51.51287905373548,-0.132529415434674,Entertainment,1,0,0
North Harrow Home Guard Club,4250314.0,51.587040339288095,-0.3639032110005489,Entertainment,1,0,0
E T C Venues,4250762.0,51.4976060387586,-0.0976113208811718,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.55942919431945,0.1364768613303676,Entertainment,1,0,0
Burgh Heath Comrades & Social Club,4250314.0,51.30427820477857,-0.2192399481420138,Entertainment,1,0,0
Bromley Little Theatre Ltd,4250315.0,51.40756780750714,0.0161109462246096,Entertainment,1,0,0
Epsom R D A,4230321.0,51.35263145131122,-0.274495344085365,Sports,0,0,1
Redbridge Social Centre,4250314.0,51.57992973286255,0.0597970561909097,Entertainment,1,0,0
Mattie the Clown,4210273.0,51.52414632493528,-0.104477169392575,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.51876232414667,-0.1947002503034883,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.6480891719015,-0.041462964422142,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.64428324648805,-0.1635232782509862,Entertainment,1,0,0
Friern Barnet Club,4250314.0,51.61690828608667,-0.1512858547989221,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.58783640666107,-0.1458994838421354,Entertainment,1,0,0
The Rose Playhouse,4210273.0,51.50717715756743,-0.0954704878674666,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.38330799739789,-0.1086350807022564,Entertainment,1,0,0
Brick Lane Music Hall,4250315.0,51.502679373996095,0.0428995600387295,Entertainment,1,0,0
The Magic Circle,4210273.0,51.52654701275426,-0.1353147962608084,Entertainment,1,0,0
Studio Wayne McGregor,4210273.0,51.54758306659782,-0.0234207630983336,Entertainment,1,0,0
Ottershaw Social Club,4250314.0,51.36457322647591,-0.5303442617340782,Entertainment,1,0,0
Upbeat Management,4210273.0,51.45439438893565,-0.0337158758918076,Entertainment,1,0,0
New Studio Club,4250314.0,51.42261095663333,-0.0063849086909713,Entertainment,1,0,0
Rena Spa Within N Y X Holborn Hotel,4240293.0,51.51935922973817,-0.1212217912745664,Sports,0,0,1
Coldharbour Leisure Centre,4240293.0,51.43669838113557,0.0543740906505968,Sports,0,0,1
Hayes & Harlington Conservative Club,4250314.0,51.51373296025582,-0.4207767798705294,Entertainment,1,0,0
The Gaslight Club,4250314.0,51.50812936613618,-0.1363838827174387,Entertainment,1,0,0
The Blackheath Halls,4240302.0,51.46437916420052,0.0096015800051557,Sports,0,0,1
Bloomsbury Theatre,4250315.0,51.525067897111626,-0.1327803824681329,Entertainment,1,0,0
Bannatyne Health & Fitness,4240293.0,51.52414969899306,-0.1276427793886472,Sports,0,0,1
Buckhurst Hill Sports & Social Club,4250314.0,51.62500764014684,0.0438679835348593,Entertainment,1,0,0
Bigfoot Theatre Productions,4210273.0,51.46465476826218,-0.1565690052078815,Entertainment,1,0,0
East Ham Leisure Centre,4240293.0,51.53232382580047,0.0565398972896136,Sports,0,0,1
Mary Ward House,4250762.0,51.52526105033034,-0.1274097841973414,Entertainment,1,0,0
The Southgate Members' Club Ltd,4250314.0,51.63251157454829,-0.1289637448397292,Entertainment,1,0,0
Regent's Park Open Air Theatre,4250315.0,51.52721525916822,-0.1553984289421713,Entertainment,1,0,0
Ballantrae Ltd,4210273.0,51.475218594444726,-0.1269110815562448,Entertainment,1,0,0
Springfield Theatre Club,4250315.0,51.605574619237984,-0.1229185889102791,Entertainment,1,0,0
Millfield Arts Centre,4250315.0,51.615952306978414,-0.0802441963939518,Entertainment,1,0,0
Boogie Lounge,4250312.0,51.33356049993876,-0.2673446712200096,Entertainment,1,0,0
Boodle's,4250314.0,51.506907057451706,-0.1392581247390847,Entertainment,1,0,0
The Leatherhead Golf Club,4240292.0,51.32090010093312,-0.3305802585292615,Sports,0,0,1
Thornton Heath Leisure Centre,4240293.0,51.39922933817011,-0.0966786741066365,Sports,0,0,1
Lee Valley Riding Centre,4230321.0,51.56652789813133,-0.0420409707936795,Sports,0,0,1
Hornchurch Conservative Club,4250314.0,51.56345209155014,0.2197667113279716,Entertainment,1,0,0
Glynis Henderson Productions,4210273.0,51.5168751218795,-0.1418022868939912,Entertainment,1,0,0
Edens,4220279.0,51.50859227760769,-0.47329182558068,Gambling,0,1,0
Will to Win,4240305.0,51.50596464461226,-0.3092431998270307,Sports,0,0,1
Peter May Sports Centre,4240293.0,51.60306529614903,-0.0089455272245506,Sports,0,0,1
Bromley Common Liveries Ltd,4230321.0,51.380368701550765,0.0392447962956074,Sports,0,0,1
Harrier Centre,4240293.0,51.35826600817839,-0.2651056175326815,Sports,0,0,1
Gameworld,4220277.0,51.53232741895125,-0.1065740092011359,Entertainment,1,0,0
Epsom Common Working Mens Club,4250314.0,51.33280210493564,-0.2831394837054871,Entertainment,1,0,0
Epsom Club,4250314.0,51.33255340484439,-0.2612817369385898,Entertainment,1,0,0
Epsom Bowling Club,4240290.0,51.32915047221843,-0.2622429844426574,Sports,0,0,1
Leyton Gym,4240293.0,51.57398405760838,-0.0105774540868208,Sports,0,0,1
Topsy Turvy World,4210271.0,51.57847952157224,-0.2253305264574467,Entertainment,1,0,0
Tiller Leisure Centre,4240293.0,51.49612892442271,-0.0219219522370909,Sports,0,0,1
Spirit Health Club Heathrow,4240293.0,51.49949473035028,-0.4542614175111501,Sports,0,0,1
Pop Star Parties,4210273.0,51.41056511907515,-0.4174892395323157,Entertainment,1,0,0
Kingston Working Men's Club,4250314.0,51.41123216659067,-0.2994676664661138,Entertainment,1,0,0
Buzz Bingo,4220278.0,51.443884102958094,-0.405718203040177,Gambling,0,1,0
Wimbledon Offices Ltd,4250762.0,51.42024987712434,-0.2089731304738305,Entertainment,1,0,0
Orpington Conservative Club,4250314.0,51.372648452884405,0.0970498518454319,Entertainment,1,0,0
Voces Contabiles Music,4210273.0,51.516487228079065,-0.0963058294140842,Entertainment,1,0,0
Uxbridge Sports Club,4250314.0,51.55328319703824,-0.4683935041383759,Entertainment,1,0,0
Merlin Entertainments,4210273.0,51.58265633630044,-0.3693722371245997,Entertainment,1,0,0
Mecca Bingo,4220278.0,51.51848350968556,-0.4089954225632163,Gambling,0,1,0
Hacton Park Corner Farm Ltd,4230321.0,51.543975388975305,0.2333564481173656,Sports,0,0,1
Tramp,4250312.0,51.508197631237365,-0.1378509628826933,Entertainment,1,0,0
Rocks Lane Multi Sports Centre,4240293.0,51.49483686761319,-0.2578337853378954,Sports,0,0,1
Beacon Bingo,4220278.0,51.55845760289361,-0.216461776811182,Gambling,0,1,0
Tudor Luncheon Club,4250314.0,51.56969024792126,-0.3896045727174713,Entertainment,1,0,0
Grovelands Pitch & Putt,4240292.0,51.62998117170177,-0.1169306557598822,Sports,0,0,1
Mill Hill School Enterprises,4240293.0,51.61897716881841,-0.230450887048271,Sports,0,0,1
Wimbledon Bridge Club,4250314.0,51.41862154000597,-0.2131112315949561,Entertainment,1,0,0
Crook Log Leisure Centre,4240293.0,51.46024888204906,0.1244995531953837,Sports,0,0,1
The Underworld,4250312.0,51.53918851021386,-0.1419938347288296,Entertainment,1,0,0
Fitness First,4240293.0,51.57376191952745,0.1830809778870607,Sports,0,0,1
Fitnees First Clapham,4240293.0,51.46411644309315,-0.1675464382446901,Sports,0,0,1
Uncle Mac's Magic,4210273.0,51.42929799426071,0.0090976301153054,Entertainment,1,0,0
York Hall Leisure Centre,4240293.0,51.52990215173036,-0.0553457729452645,Sports,0,0,1
The Village Club,4250314.0,51.34451148035533,-0.0612251495340038,Entertainment,1,0,0
Fitness First,4240293.0,51.50609276321417,-0.0847645008676577,Sports,0,0,1
Puregym London Farringdon,4240293.0,51.52235510453215,-0.1082706152167272,Sports,0,0,1
Eynsford Riverside Club,4250314.0,51.36844581252844,0.2106737253540035,Entertainment,1,0,0
Aldersbrook Riding School,4230321.0,51.564671798134455,0.0461821725407277,Sports,0,0,1
Hurricane Room,4240301.0,51.51543696244835,-0.2500030893754196,Sports,0,0,1
Barnehurst Golf Course,4240292.0,51.46034716824165,0.169217842480069,Sports,0,0,1
Chipping Barnet Conservative Club Ltd,4250314.0,51.65255103417555,-0.199307763481202,Entertainment,1,0,0
Finchley Lido,4240304.0,51.604454819543264,-0.1724205346421145,Sports,0,0,1
Ultra D J Ltd,4210273.0,51.5210714972622,-0.1089724641053265,Entertainment,1,0,0
Mile End Snooker Club,4240301.0,51.522333828865314,-0.0450039458896913,Sports,0,0,1
Working Mens Club & Institute Union,4250314.0,51.54573644807253,-0.1034747325878878,Entertainment,1,0,0
Victory Services Club,4250314.0,51.51389634853636,-0.1622058267343427,Entertainment,1,0,0
Battersea Labour Club & Institute Ltd,4250314.0,51.467347924054415,-0.1700517220540611,Entertainment,1,0,0
Fitness First,4240293.0,51.55519121393776,-0.008555767838939,Sports,0,0,1
Mega Entertainment,4210273.0,51.62716380030947,-0.2685118562041533,Entertainment,1,0,0
Camden Square Play Centre,4210271.0,51.54414276456143,-0.1328937767398171,Entertainment,1,0,0
Fitness First,4240293.0,51.509983701583785,-0.1241481901469751,Sports,0,0,1
Partyman World of Play,4210271.0,51.558260386479326,-0.3165083491332985,Entertainment,1,0,0
Farnborough Kent Social Club,4250314.0,51.35882216004367,0.0674319072746507,Entertainment,1,0,0
Horizons Casino,4220280.0,51.51096321085817,-0.1302443034542341,Gambling,0,1,0
Avenues Social Club,4250314.0,51.56235728478431,0.1758154318479306,Entertainment,1,0,0
Mortons,4250314.0,51.510559918674126,-0.1467616297253331,Entertainment,1,0,0
Cuddington Golf Club,4240292.0,51.33171583496262,-0.2145166478930383,Sports,0,0,1
Kingfisher Leisure Centre,4240293.0,51.40962296215803,-0.2994986099515518,Sports,0,0,1
George,4250314.0,51.50948370495942,-0.1515032334087924,Entertainment,1,0,0
Farm Studios,4250315.0,51.53478467250252,0.236561847721459,Entertainment,1,0,0
Tooting & Balham United Services Club,4250314.0,51.43887784397994,-0.1568732106459356,Entertainment,1,0,0
United Services,4250314.0,51.3623707855014,-0.1846676178498756,Entertainment,1,0,0
Barn Elms Boathouse,4230287.0,51.47383659640056,-0.2253741502870472,Sports,0,0,1
Vortex Jazz Club,4250312.0,51.54881005471536,-0.0766824231996445,Entertainment,1,0,0
Mecca Bingo,4220278.0,51.45114605157175,0.0467784216347865,Gambling,0,1,0
Weybridge Equestrian Centre,4230321.0,51.37799748510646,-0.4412437519903646,Sports,0,0,1
Watford Social Club & Institute Ltd,4250314.0,51.65738476712367,-0.3931483991777466,Entertainment,1,0,0
Hampton Pool,4240293.0,51.4184697134979,-0.3580209092826099,Sports,0,0,1
Mount Mascal Stables,4230321.0,51.43264017211819,0.1501655373206525,Sports,0,0,1
United Services Club,4250314.0,51.6290886969725,0.0016867717702525,Entertainment,1,0,0
United Services Club,4250314.0,51.5960671517708,-0.3819726909984284,Entertainment,1,0,0
Turf Club,4250314.0,51.50581323785184,-0.1326742247108561,Entertainment,1,0,0
Bets R Us,4220279.0,51.59699061355872,0.0667517059129423,Gambling,0,1,0
Mint Street Adventure Playground,4210271.0,51.50197488114832,-0.0975158361700087,Entertainment,1,0,0
Moat Mount Outdoor Centre & Campsite,4230770.0,51.63259544450114,-0.2503990320730104,Sports,0,0,1
Waterside Centre,4250762.0,51.40603318403029,-0.0755331442622455,Entertainment,1,0,0
Game Nation,4220277.0,51.5303912919394,-0.1226289341107323,Entertainment,1,0,0
Hersham Comrades Social Club Ltd,4250314.0,51.37065135032347,-0.402501932252289,Entertainment,1,0,0
Home House,4250314.0,51.51629168442534,-0.156573394976598,Entertainment,1,0,0
Lyndhurst Club,4250314.0,51.53434571799067,-0.1685628000011536,Entertainment,1,0,0
Paddy Power,4220279.0,51.56027481735043,-0.2519468243714676,Gambling,0,1,0
Iona,4250314.0,51.564593084800485,0.2017384373740237,Entertainment,1,0,0
David Lloyd Leisure Ltd,4240293.0,51.49554510078847,-0.1876711431906839,Sports,0,0,1
Denny Enterprises,4210273.0,51.3225472771742,-0.177471284214185,Entertainment,1,0,0
The Royal British Legion,4250314.0,51.37767835111627,-0.2408063237638383,Entertainment,1,0,0
Inverness Lodge Social Club Ltd,4250314.0,51.48634875490725,-0.3074986967954362,Entertainment,1,0,0
Imperial College Boat Club,4230287.0,51.469896177103294,-0.2211067961843594,Sports,0,0,1
Bannatyne Health & Fitness,4240293.0,51.60795014317351,-0.0180903927480976,Sports,0,0,1
The Royal British Legion,4250314.0,51.39897963297231,-0.3532848844303921,Entertainment,1,0,0
Ivy Leaf Club,4250314.0,51.511764582140174,-0.4759094668363991,Entertainment,1,0,0
Harrow Hill Golf Course,4240292.0,51.57733255841429,-0.3296988523278134,Sports,0,0,1
William Hill,4220279.0,51.36733023994533,0.0561494942072641,Gambling,0,1,0
Adventure Play Park,4210271.0,51.55930165714709,-0.1497724514320295,Entertainment,1,0,0
King's College School Sports Ground,4240302.0,51.39574879844832,-0.2309420252711056,Sports,0,0,1
Hollywood Bowl,4240290.0,51.60389800203865,-0.1729280995643124,Sports,0,0,1
Iver Golf Club & Academy,4240292.0,51.51245924376596,-0.5323593995420931,Sports,0,0,1
John Orwell Sports Centre,4240293.0,51.50484941553368,-0.0616317337323323,Sports,0,0,1
The Hurst Pool,4240293.0,51.40555325202303,-0.3635675446688388,Sports,0,0,1
David Lloyd Leisure Ltd,4240293.0,51.55569146592045,-0.3438811080567682,Sports,0,0,1
Epsom Conservative Club,4250314.0,51.33271151774361,-0.2616346334600978,Entertainment,1,0,0
Hersham Golf Club,4240292.0,51.376259807374765,-0.3878519857628231,Sports,0,0,1
Virgin Active Health Club,4240293.0,51.50671682919887,-0.0288082876649936,Sports,0,0,1
Eric Liddell Sports Centre,4240293.0,51.43796498168849,0.0386422385641312,Sports,0,0,1
Hurst Farm Livery Stables,4230321.0,51.40458601073485,-0.5488738241280692,Sports,0,0,1
Shepherd's Bush Club Ltd,4250314.0,51.500189721703045,-0.2352573578731203,Entertainment,1,0,0
Highbury Leisure Centre,4240293.0,51.55120009955865,-0.0991842347181749,Sports,0,0,1
Muswel Golf Club,4240292.0,51.60172192928215,-0.1380272742382348,Sports,0,0,1
Ruislip Park Riding Stables,4230321.0,51.59152135249862,-0.4157030879505418,Sports,0,0,1
Ilford Conservative Club,4250314.0,51.55776859196385,0.0685651847513342,Entertainment,1,0,0
Eltham Conservative & Unionist Club Ltd,4250314.0,51.45035223842866,0.0623099345076327,Entertainment,1,0,0
The Leatherhead Theatre,4250315.0,51.294828081591554,-0.3285140168132366,Entertainment,1,0,0
Fitness Express@physical Culture,4240293.0,51.46246090140672,-0.2099799889404168,Sports,0,0,1
Better,4240293.0,51.33740038094344,-0.263339417968265,Sports,0,0,1
Woodford Golf Club,4240292.0,51.61205443780987,0.0217649705646926,Sports,0,0,1
John Styles Entertainer,4210273.0,51.43019013260214,0.0982882930932812,Entertainment,1,0,0
J H Promotions Ltd,4210273.0,51.60494888999972,0.0513863518104137,Entertainment,1,0,0
Nuffield Fitness & Wellbeing Centres,4240293.0,51.33072939708828,-0.4994024761993992,Sports,0,0,1
Hypnotist Show,4210273.0,51.56667040919824,0.0614659764354655,Entertainment,1,0,0
Aquarius Golf Club,4240292.0,51.45278895187083,-0.0528270087939179,Sports,0,0,1
Heights Stables,4230321.0,51.2901080083902,0.0566276514863014,Sports,0,0,1
Central Hall Westminster,4250762.0,51.499999284181456,-0.1301167478941323,Entertainment,1,0,0
Homerton Grove Adventure Playground,4210271.0,51.54969190103482,-0.0435428162548223,Entertainment,1,0,0
Century,4250314.0,51.51214448302154,-0.1321415165912321,Entertainment,1,0,0
H Q Club & Restaurant,4250312.0,51.54135171274056,-0.1462896852413027,Entertainment,1,0,0
Invisible Blue Ltd,4210273.0,51.470561838208745,-0.1019474251060618,Entertainment,1,0,0
Metro Golf Centre,4240292.0,51.60584851137686,-0.2243805196183008,Sports,0,0,1
Nuffield Fitness & Wellbeing Centres,4240293.0,51.45100530538937,-0.3427641485600469,Sports,0,0,1
Scotch Malt Whisky Society,4250314.0,51.51939327083565,-0.1069519453675279,Entertainment,1,0,0
Barons Court Theatre,4250315.0,51.48943123595763,-0.2095144560116922,Entertainment,1,0,0
Maxilla Hall Social Club Ltd,4250314.0,51.516077766624704,-0.2167830515574115,Entertainment,1,0,0
Finchley Golf Club,4240292.0,51.60982016545688,-0.2021516564167868,Sports,0,0,1
Barry Dorn,4210273.0,51.457143640290354,-0.3097666520243851,Entertainment,1,0,0
Laser Mayhem,4210273.0,51.65335281447058,0.1451560448261498,Entertainment,1,0,0
Spearmint Rhino Europe Ltd,4250825.0,51.52326630672066,-0.1365443736044935,Entertainment,1,0,0
Streatham Vale Sports & Social Club,4250314.0,51.41748888488074,-0.1395118804185257,Entertainment,1,0,0
Bexleyheath Working Mens Club,4250314.0,51.45638677012122,0.1425150357858033,Entertainment,1,0,0
Woodruffe Stables,4230321.0,51.30700366169549,-0.2794353234392205,Sports,0,0,1
Victor Chandler International,4220279.0,51.50757094836731,-0.1514999515492774,Gambling,0,1,0
Pindock Productions Ltd,4210273.0,51.52505314084858,-0.1868688084206552,Entertainment,1,0,0
Littlebourne Farm Equestrian Centre,4230321.0,51.61112890263728,-0.4618403526429394,Sports,0,0,1
Westside Lawn Tennis Club Ltd,4240305.0,51.41895752022976,-0.2302762245049028,Sports,0,0,1
The Canal Cafe Theatre,4250315.0,51.52117086738932,-0.1847022777407799,Entertainment,1,0,0
Anytime Fitness,4240293.0,51.50285509068353,-0.1883119460065897,Sports,0,0,1
The Royal British Legion,4250314.0,51.57825553389956,0.1873838396105802,Entertainment,1,0,0
The Upminster Golf Company Ltd,4240292.0,51.5662794943327,0.2579350549617031,Sports,0,0,1
Solutions Health & Fitness Club,4240293.0,51.37655712419855,-0.0976910771646296,Sports,0,0,1
Face F X,4210273.0,51.48566483843658,-0.255550487363089,Entertainment,1,0,0
Acton Park Childrens Centre,4210271.0,51.50762468449901,-0.2573921778432074,Entertainment,1,0,0
Nuffield Fitness & Wellbeing Centres,4240293.0,51.47706214879548,-0.222224865723254,Sports,0,0,1
Nuffield Fitness & Wellbeing Centres,4240293.0,51.52418074174431,-0.1183434938140911,Sports,0,0,1
Abbeyfields Equestrian Centre,4230321.0,51.53855014955459,-0.4293916163937961,Sports,0,0,1
Jive Leisure Promotions Ltd,4210273.0,51.54315518392789,0.1549967227971841,Entertainment,1,0,0
Avventura,4210273.0,51.527362027434414,-0.318325793732721,Entertainment,1,0,0
Coombe Wood Golf Club,4240292.0,51.41869875300284,-0.2760858935621892,Sports,0,0,1
Mecca Bingo,4220278.0,51.57943515423641,0.1856593782928618,Gambling,0,1,0
Charcoal Blue,4210273.0,51.50237563589203,-0.1067206977589643,Entertainment,1,0,0
Retail Events,4250762.0,51.50598174116757,0.0157589272005009,Entertainment,1,0,0
Chessington Sports Centre,4240293.0,51.35677141245659,-0.3098871884238215,Sports,0,0,1
LivingWell Health Clubs,4240293.0,51.33375429668663,-0.4377633614213397,Sports,0,0,1
LivingWell Health Clubs,4240293.0,51.45281123108804,0.2450016519237197,Sports,0,0,1
Shannon Leigh Stables,4230321.0,51.42958176409017,0.1502089550657142,Sports,0,0,1
David Lloyd Leisure Ltd,4240293.0,51.61293625657757,-0.4424674244183089,Sports,0,0,1
Oasis Karting Project,4240297.0,51.47416451865188,-0.1290422202411707,Sports,0,0,1
White Oak Everyone Active,4240293.0,51.40174220526937,0.1701556874307927,Sports,0,0,1
Wickham Theatre Centre,4250315.0,51.372894687836805,-0.0103845734743442,Entertainment,1,0,0
Clerkinworks Theatre Companies,4210273.0,51.47778740056005,-0.0107569613754006,Entertainment,1,0,0
Orpinton Gateway Club,4250314.0,51.40860243553075,-0.0181814278237406,Entertainment,1,0,0
Simon Smith Events,4210273.0,51.50503927110701,-0.5032081053948423,Entertainment,1,0,0
Frames Sports Bar,4240301.0,51.31958418540992,-0.139443279530354,Sports,0,0,1
Bar Rumba,4250312.0,51.51119964357474,-0.1332883999141393,Entertainment,1,0,0
Uxbridge & District Conservative Club,4250314.0,51.55126612303994,-0.4793062698613273,Entertainment,1,0,0
Old Red Lion Pub,4250315.0,51.53147981139745,-0.1058738681716403,Entertainment,1,0,0
Young Vic Theatre,4250315.0,51.50327553065036,-0.1073173933025112,Entertainment,1,0,0
The Playhouse Theatre,4250315.0,51.50696504996483,-0.1237072972088329,Entertainment,1,0,0
Willesden Working Men's Club,4250314.0,51.55040575381972,-0.2396179518345176,Entertainment,1,0,0
David Lloyd Leisure Ltd,4240293.0,51.422423993451055,0.1160850204923039,Sports,0,0,1
St Martins Theatre,4250315.0,51.51283738934653,-0.1276598883049658,Entertainment,1,0,0
Walnuts Leisure Centre,4240293.0,51.37671073747634,0.1027103089803656,Sports,0,0,1
Twyford Sports Centre,4240293.0,51.50903536597118,-0.2780173951634491,Sports,0,0,1
Lower Farm Riding & Livery Stables,4230321.0,51.31848024470416,-0.3830761695044711,Sports,0,0,1
