"name","pointx_class","lat","lon","poi_class","Bus stop","Railway stations","Taxi rank","Underground entrance","id"
"Bus Stop (Marsh Hill)",10590732,51.549693982592,-0.0355952405146728,"Bus stop",1,0,0,0,13555
"Bus Stop (Marsh Lane)",10590732,51.6072380709143,-0.30008250790532,"Bus stop",1,0,0,0,13556
"Bus Stop (Marston Road)",10590732,51.4269650226438,-0.323538820304582,"Bus stop",1,0,0,0,13557
"Bus Stop (Marston Road)",10590732,51.4263495388988,-0.323259273459783,"Bus stop",1,0,0,0,13558
"Bus Stop (Martell Road)",10590732,51.4352087385876,-0.0949964997123279,"Bus stop",1,0,0,0,13559
"Bus Stop (Martell Road)",10590732,51.4348588541632,-0.0956009398806256,"Bus stop",1,0,0,0,13560
"Bus Stop (Martindale Road Hounslow)",10590732,51.4637976878283,-0.385028295014318,"Bus stop",1,0,0,0,13561
"Bus Stop (Staines Road Martindale Road)",10590732,51.4640029557602,-0.383610231881737,"Bus stop",1,0,0,0,13562
"Bus Stop (Martins Corner Valence Avenue)",10590732,51.5517078844771,0.128368947797606,"Bus stop",1,0,0,0,13563
"Bus Stop (Martins Corner Valence Avenue)",10590732,51.5517371179406,0.129235796796517,"Bus stop",1,0,0,0,13564
"Bus Stop (Middleton Drive)",10590732,51.594175590664,-0.409369547813001,"Bus stop",1,0,0,0,13565
"Bus Stop (Middleton Road De Beauvoir Town)",10590732,51.5414429301594,-0.0765460107282365,"Bus stop",1,0,0,0,13566
"Bus Stop (Middleton Road De Beauvoir Town)",10590732,51.5412426316804,-0.0763958255321668,"Bus stop",1,0,0,0,13567
"Bus Stop (Middleton Road)",10590732,51.3878282293145,-0.183459097184294,"Bus stop",1,0,0,0,13568
"Bus Stop (Middleton Road)",10590732,51.3883418353955,-0.181785901609179,"Bus stop",1,0,0,0,13569
"Bus Stop (Robertsbridge Rd Middleton Rd)",10590759,51.3863027245458,-0.181349332297288,"Bus stop",1,0,0,0,13570
"Bus Stop (Sevenoaks Way Midfield Way)",10590732,51.410186582132,0.112485707389921,"Bus stop",1,0,0,0,13571
"Bus Stop (Midfield Way)",10590732,51.4086407379073,0.112932117174185,"Bus stop",1,0,0,0,13572
"Bus Stop (Midfield Way Chipperfield Road)",10590732,51.40879866249,0.104656731471454,"Bus stop",1,0,0,0,13573
"Bus Stop (Midfield Way Chipperfield Road)",10590732,51.4087001688543,0.103631257469929,"Bus stop",1,0,0,0,13574
"Bus Stop (Midfield Way Sevenoaks Way)",10590732,51.4090185479433,0.111928576798968,"Bus stop",1,0,0,0,13575
"Bus Stop (Milburn Drive)",10590732,51.5173459638681,-0.469482453558671,"Bus stop",1,0,0,0,13576
"Bus Stop (Moorfields Eye Hospital)",10590732,51.52778993875,-0.0907164664281849,"Bus stop",1,0,0,0,13577
"Bus Stop (Moorland Road Loughborough Park)",10590732,51.4614144928824,-0.104500730294437,"Bus stop",1,0,0,0,13578
"Bus Stop (Moor Lane Cranham)",10590732,51.5617999585669,0.266989017636999,"Bus stop",1,0,0,0,13579
"Bus Stop (Moor Lane Cranham)",10590732,51.5616335051395,0.267226016879619,"Bus stop",1,0,0,0,13580
"Bus Stop (Mora Road)",10590732,51.5593602889296,-0.218642369328804,"Bus stop",1,0,0,0,13581
"Bus Stop (Mora Road)",10590732,51.5596121444687,-0.21864695476938,"Bus stop",1,0,0,0,13582
"Bus Stop (Mora Road)",10590732,51.560013701687,-0.219035211119237,"Bus stop",1,0,0,0,13583
"Bus Stop (Moray Way)",10590732,51.5995446068586,0.177159492244259,"Bus stop",1,0,0,0,13584
"Bus Stop (Moray Way)",10590732,51.5989057288199,0.176695738734834,"Bus stop",1,0,0,0,13585
"Bus Stop (South Thames College)",10590732,51.3925012433481,-0.203670637641288,"Bus stop",1,0,0,0,13586
"Bus Stop (London Road the George)",10590732,51.3915338859226,-0.203334811175417,"Bus stop",1,0,0,0,13587
"Bus Stop (Morden Civic Centre)",10590732,51.4009093354852,-0.195477251967813,"Bus stop",1,0,0,0,13588
"Bus Stop (Nelson Road)",10590732,51.6140988382876,-0.305661453161243,"Bus stop",1,0,0,0,13589
"Bus Stop (Nelson Road Compass Centre)",10590732,51.4799170976944,-0.465781688414062,"Bus stop",1,0,0,0,13590
"Bus Stop (Nelson Road (Hounslow))",10590732,51.4574956546267,-0.372137736899882,"Bus stop",1,0,0,0,13591
"Bus Stop (Nene Road Roundabout)",10590732,51.4795292585383,-0.450644988163727,"Bus stop",1,0,0,0,13592
"Bus Stop (Neptune Road)",10590732,51.5812647847726,-0.344481509974199,"Bus stop",1,0,0,0,13593
"Bus Stop (Neptune Road)",10590732,51.5812647488928,-0.345116572112268,"Bus stop",1,0,0,0,13594
"Bus Stop (Neptune St St Olaves Estate)",10590732,51.4974757927421,-0.0540494363883178,"Bus stop",1,0,0,0,13595
"Bus Stop (Neptune St St Olaves Estate)",10590732,51.4979651129178,-0.054273519907635,"Bus stop",1,0,0,0,13596
"Bus Stop (Nether Street)",10590732,51.6131027166266,-0.184878889764462,"Bus stop",1,0,0,0,13597
"Bus Stop (Netley Close)",10590732,51.3530184817695,-0.0161001358569574,"Bus stop",1,0,0,0,13598
"Bus Stop (Netley Gardens)",10590732,51.3877799130342,-0.189051903316768,"Bus stop",1,0,0,0,13599
"Bus Stop (Netley Road)",10590732,51.3865680407449,-0.186282815749417,"Bus stop",1,0,0,0,13600
"Bus Stop (North Cheam Queen Victoria)",10590732,51.3705660019816,-0.227731989595292,"Bus stop",1,0,0,0,13601
"Bus Stop (Church Hill Road North Cheam)",10590732,51.3703727057594,-0.227437747143413,"Bus stop",1,0,0,0,13602
"Bus Stop (Church Hill Road North Cheam)",10590732,51.369894281719,-0.22672351585101,"Bus stop",1,0,0,0,13603
"Bus Stop (North Cheam Sainsbury's)",10590732,51.372669708852,-0.225912268712509,"Bus stop",1,0,0,0,13604
"Bus Stop (North Cheam Sainsbury's)",10590732,51.3719710769803,-0.224315751098496,"Bus stop",1,0,0,0,13605
"Bus Stop (North Cheam Sports Club)",10590732,51.3748742047073,-0.224217793139377,"Bus stop",1,0,0,0,13606
"Bus Stop (North Cheam Sports Club)",10590732,51.3743619265725,-0.224237615148252,"Bus stop",1,0,0,0,13607
"Bus Stop (Northchurch Road Canonbury)",10590732,51.5435056929896,-0.0905201906694301,"Bus stop",1,0,0,0,13608
"Bus Stop (North Circular Road)",10590732,51.6073667280242,-0.152671416531206,"Bus stop",1,0,0,0,13609
"Bus Stop (North Circular Road)",10590732,51.6075693314737,-0.152403238410233,"Bus stop",1,0,0,0,13610
"Bus Stop (North Circular Road Ilford)",10590732,51.5560085588457,0.0638257374321425,"Bus stop",1,0,0,0,13611
"Bus Stop (Oakley Road Holy Trinity Ch)",10590732,51.3786756989316,0.0429919786030414,"Bus stop",1,0,0,0,13612
"Bus Stop (Oakmede Gardens)",10590732,51.6214018889367,-0.259046538240162,"Bus stop",1,0,0,0,13613
"Bus Stop (Oak Road)",10590732,51.4094612737995,-0.26758298384932,"Bus stop",1,0,0,0,13614
"Bus Stop (Oak Road)",10590732,51.4091765801533,-0.268398970565875,"Bus stop",1,0,0,0,13615
"Bus Stop (Oaks Avenue)",10590732,51.4271610019448,-0.0884120409346048,"Bus stop",1,0,0,0,13616
"Bus Stop (Oaks Lane)",10590732,51.576018581855,0.0947080760789569,"Bus stop",1,0,0,0,13617
"Bus Stop (Oaks Road)",10590732,51.3666113284342,-0.0528215117853174,"Bus stop",1,0,0,0,13618
"Bus Stop (Oaks Road)",10590732,51.3669795352037,-0.0527915261334141,"Bus stop",1,0,0,0,13619
"Bus Stop (Oak Street)",10590732,51.5802127446137,0.167300731944024,"Bus stop",1,0,0,0,13620
"Bus Stop (Oak Street)",10590732,51.5799731264688,0.168588369329084,"Bus stop",1,0,0,0,13621
"Bus Stop (Oakwood Avenue)",10590732,51.406213935753,-0.0141436721303921,"Bus stop",1,0,0,0,13622
"Bus Stop (Oakwood Road St. Pauls Church)",10590732,51.3733909398868,0.0714935310735617,"Bus stop",1,0,0,0,13623
"Bus Stop (Overhill Road)",10590732,51.4452802964242,-0.0707895133492781,"Bus stop",1,0,0,0,13624
"Bus Stop (Overhill Road)",10590732,51.4450298402322,-0.0697783320364238,"Bus stop",1,0,0,0,13625
"Bus Stop (Langton Rise)",10590732,51.4476973686669,-0.064125105477063,"Bus stop",1,0,0,0,13626
"Bus Stop (Langton Rise)",10590732,51.4484471970965,-0.0632442763388344,"Bus stop",1,0,0,0,13627
"Bus Stop (Overton Road)",10590732,51.4934817198929,0.12129037689756,"Bus stop",1,0,0,0,13628
"Bus Stop (Overton Road)",10590732,51.4931746569761,0.12136255801481,"Bus stop",1,0,0,0,13629
"Bus Stop (Owen Way)",10590732,51.5514206995843,-0.26489272588581,"Bus stop",1,0,0,0,13630
"Bus Stop (Owen Way)",10590732,51.5510177651328,-0.265009022851628,"Bus stop",1,0,0,0,13631
"Bus Stop (Oxford Avenue)",10590732,51.4806643186019,-0.425145103744227,"Bus stop",1,0,0,0,13632
"Bus Stop (Oxford Avenue)",10590732,51.4810620845404,-0.422625558733665,"Bus stop",1,0,0,0,13633
"Bus Stop (South Lane)",10590732,51.3908983487335,-0.264992717074627,"Bus stop",1,0,0,0,13634
"Bus Stop (Parkside Gardens Woodfield Drv)",10590732,51.634014473287,-0.152889408634918,"Bus stop",1,0,0,0,13635
"Bus Stop (Parkside Gardens Woodfield Drv)",10590732,51.6338613715023,-0.152303168851606,"Bus stop",1,0,0,0,13636
"Bus Stop (Parkside Gardens Brookside Sth)",10590759,51.636310941361,-0.147969463612969,"Bus stop",1,0,0,0,13637
"Bus Stop (Parkside Gardens Brookside Sth)",10590759,51.6362045706682,-0.147496914209393,"Bus stop",1,0,0,0,13638
"Bus Stop (Clare Road (Nw10))",10590732,51.5445055581015,-0.236543089197584,"Bus stop",1,0,0,0,13639
"Bus Stop (Parkside Hospital)",10590732,51.4362457010481,-0.224630046423467,"Bus stop",1,0,0,0,13640
"Bus Stop (Parkside Hospital)",10590732,51.4360806637597,-0.224420631436751,"Bus stop",1,0,0,0,13641
"Bus Stop (Parkstone Avenue)",10590732,51.5711148684791,0.238041807259041,"Bus stop",1,0,0,0,13642
"Bus Stop (Wingletye Lane)",10590732,51.5702827880988,0.23687532760347,"Bus stop",1,0,0,0,13643
"Bus Stop (Phillimore Gardens)",10590732,51.4999547453682,-0.196754639447515,"Bus stop",1,0,0,0,13644
"Bus Stop (Laburnum Street)",10590732,51.535920350237,-0.077023970417452,"Bus stop",1,0,0,0,13645
"Bus Stop (Philpots Bridge)",10590732,51.5177035618974,-0.4769219305377,"Bus stop",1,0,0,0,13646
"Bus Stop (Ladywell Road Phoebeth Road)",10590732,51.4567244155193,-0.0246768067167304,"Bus stop",1,0,0,0,13647
"Bus Stop (Ladywell Road Phoebeth Road)",10590732,51.4564606816194,-0.0239684753409204,"Bus stop",1,0,0,0,13648
"Bus Stop (Al-Emaan Centre Keston Mosque)",10590732,51.3674581337639,0.0359558697063631,"Bus stop",1,0,0,0,13649
"Bus Stop (Pickford Lane Long Lane)",10590732,51.4709540983439,0.135681112270013,"Bus stop",1,0,0,0,13650
"Bus Stop (Pickhurst Park)",10590732,51.3897146734812,0.0057676921850776,"Bus stop",1,0,0,0,13651
"Bus Stop (Pickhurst Park)",10590732,51.3895361804468,0.0056880191596509,"Bus stop",1,0,0,0,13652
"Bus Stop (Pield Heath)",10590732,51.5272023764758,-0.470939566297506,"Bus stop",1,0,0,0,13653
"Bus Stop (Loampit Vale Jerrard Street)",10590732,51.4652969967892,-0.0178998834317909,"Bus stop",1,0,0,0,13654
"Bus Stop (Loampit Vale Jerrard Street)",10590732,51.4649749411224,-0.0174675311262892,"Bus stop",1,0,0,0,13655
"Bus Stop (Jerrard Street)",10590732,51.4661627777955,-0.016451417070708,"Bus stop",1,0,0,0,13656
"Bus Stop (Jersey Drive)",10590732,51.385256317275,0.07687276108652,"Bus stop",1,0,0,0,13657
"Bus Stop (Jersey Drive)",10590732,51.3846825782635,0.0772779434855083,"Bus stop",1,0,0,0,13658
"Bus Stop (Farnsworth Drive)",10590732,51.6193623276013,-0.289748862650181,"Bus stop",1,0,0,0,13659
"Bus Stop (Jewel Road)",10590732,51.5886243860256,-0.0207072658561236,"Bus stop",1,0,0,0,13660
"Bus Stop (Wick Lane)",10590732,51.5388969834812,-0.0272061130754323,"Bus stop",1,0,0,0,13661
"Bus Stop (Kilmorie Road Bell Green)",10590732,51.436722947649,-0.0401150020980042,"Bus stop",1,0,0,0,13662
"Bus Stop (Kilmorie Road Bell Green)",10590732,51.436806078329,-0.0397085759046679,"Bus stop",1,0,0,0,13663
"Bus Stop (Kiln Mews)",10590732,51.4266567398579,-0.179301684563626,"Bus stop",1,0,0,0,13664
"Bus Stop (Kimberley Avenue)",10590732,51.4666761444552,-0.0551441511464815,"Bus stop",1,0,0,0,13665
"Bus Stop (Kimberley Road (E4))",10590732,51.6274496784818,0.0128700116640017,"Bus stop",1,0,0,0,13666
"Bus Stop (John Perrin Place)",10590732,51.5774921840201,-0.292057069954391,"Bus stop",1,0,0,0,13667
"Bus Stop (John Perrin Place)",10590732,51.5772781669782,-0.292180548971924,"Bus stop",1,0,0,0,13668
"Bus Stop (Kingaby Gardens)",10590732,51.5382524497227,0.194854282636644,"Bus stop",1,0,0,0,13669
"Bus Stop (Jersey Road Hornchurch)",10590732,51.5373155883386,0.196381019522587,"Bus stop",1,0,0,0,13670
"Bus Stop (Faringdon Avenue Birch Row)",10590759,51.3837843189278,0.0609253851780677,"Bus stop",1,0,0,0,13671
"Bus Stop (Laburnum Avenue)",10590732,51.5566633585363,0.188945783552909,"Bus stop",1,0,0,0,13672
"Bus Stop (Laburnum Avenue)",10590732,51.5562030899763,0.189515159727025,"Bus stop",1,0,0,0,13673
"Bus Stop (Laburnum Street)",10590732,51.5352343175169,-0.0768654362315666,"Bus stop",1,0,0,0,13674
"Bus Stop (Coulsdon Road Lacey Drive)",10590732,51.2987606159936,-0.115497643800983,"Bus stop",1,0,0,0,13675
"Bus Stop (Coulsdon Road Lacey Drive)",10590732,51.2993003021209,-0.116063683591717,"Bus stop",1,0,0,0,13676
"Bus Stop (Ladbroke Grove Sainsbury's)",10590732,51.5256902790119,-0.215516640134967,"Bus stop",1,0,0,0,13677
"Bus Stop (Ladbroke Grove Sainsbury's)",10590732,51.5255802405994,-0.215967831830007,"Bus stop",1,0,0,0,13678
"Bus Stop (St Charles Squareladbroke Grv)",10590732,51.5213876324609,-0.212283016782444,"Bus stop",1,0,0,0,13679
"Bus Stop (St Charles Squareladbroke Grv)",10590732,51.5213356860607,-0.212414781171786,"Bus stop",1,0,0,0,13680
"Bus Stop (Leaf Grove)",10590732,51.4264623543051,-0.114118011295364,"Bus stop",1,0,0,0,13681
"Bus Stop (Royal Docks Medical Centre Cyprus Station)",10590732,51.5098316474572,0.0627612791988608,"Bus stop",1,0,0,0,13682
"Bus Stop (Leas Green)",10590732,51.4183018161754,0.0937454022439024,"Bus stop",1,0,0,0,13683
"Bus Stop (Leas Green)",10590732,51.4179113274557,0.0929509039376244,"Bus stop",1,0,0,0,13684
"Bus Stop (Thames Innovation Centre)",10590732,51.4941910552458,0.142126378028068,"Bus stop",1,0,0,0,13685
"Bus Stop (Thames Innovation Centre)",10590732,51.4938588663885,0.142096396821203,"Bus stop",1,0,0,0,13686
"Bus Stop (Lea Valley Road)",10590732,51.6364858117093,-0.0129157766418523,"Bus stop",1,0,0,0,13687
"Bus Stop (Lea Valley Road)",10590732,51.635147654254,-0.0130176206602079,"Bus stop",1,0,0,0,13688
"Bus Stop (Leaves Green Ashmore Lane)",10590732,51.3393844107299,0.0306483712883143,"Bus stop",1,0,0,0,13689
"Bus Stop (Leaves Green Ashmore Lane)",10590732,51.3396350253613,0.0307168789426661,"Bus stop",1,0,0,0,13690
"Bus Stop (Linkfield Road)",10590732,51.4753626881196,-0.334940912332302,"Bus stop",1,0,0,0,13691
"Bus Stop (Linkfield Road)",10590732,51.4753269357938,-0.334323025357391,"Bus stop",1,0,0,0,13692
"Bus Stop (Wilson's School)",10590732,51.3596465092597,-0.129819759806587,"Bus stop",1,0,0,0,13693
"Bus Stop (Wilson's School)",10590732,51.3591327001169,-0.129179961695765,"Bus stop",1,0,0,0,13694
"Bus Stop (Links Avenue (Sm4))",10590732,51.4011490363378,-0.199953331900787,"Bus stop",1,0,0,0,13695
"Bus Stop (Links Avenue (Sm4))",10590732,51.4012522472839,-0.199647369557424,"Bus stop",1,0,0,0,13696
"Bus Stop (Links Drive)",10590732,51.6309961669382,-0.187126806150261,"Bus stop",1,0,0,0,13697
"Bus Stop (Links Drive)",10590732,51.6309354194454,-0.187851690231691,"Bus stop",1,0,0,0,13698
"Bus Stop (Links Side)",10590732,51.6550278430064,-0.108721968222523,"Bus stop",1,0,0,0,13699
"Bus Stop (Links Side)",10590732,51.6548849925964,-0.108785743155568,"Bus stop",1,0,0,0,13700
"Bus Stop (Links Way Eden Park)",10590732,51.3871866314767,-0.0243385057392909,"Bus stop",1,0,0,0,13701
"Bus Stop (Links Way Eden Park)",10590732,51.3869354997491,-0.0243780676140485,"Bus stop",1,0,0,0,13702
"Bus Stop (Link Way)",10590732,51.3843036720272,0.0425671494133597,"Bus stop",1,0,0,0,13703
"Bus Stop (Boxer's Lake)",10590732,51.6491738371881,-0.1143140504726,"Bus stop",1,0,0,0,13704
"Bus Stop (Lonsdale Drive Highlands Sch)",10590732,51.6494385797911,-0.108969068814222,"Bus stop",1,0,0,0,13705
"Bus Stop (Lonsdale Drive Highlands Sch)",10590732,51.6497143641908,-0.108784127154219,"Bus stop",1,0,0,0,13706
"Bus Stop (Lonsdale Road)",10590732,51.4851919989587,-0.233575152801158,"Bus stop",1,0,0,0,13707
"Bus Stop (Lonsdale Road)",10590732,51.4853505160575,-0.233352981147734,"Bus stop",1,0,0,0,13708
"Bus Stop (Loop Road)",10590732,51.4168515117105,0.0700924742575825,"Bus stop",1,0,0,0,13709
"Bus Stop (North Middlesex Hospital Lopen Road)",10590732,51.6165593805581,-0.0788752048719582,"Bus stop",1,0,0,0,13710
"Bus Stop (North Middlesex Hospital Lopen Road)",10590732,51.6162273789814,-0.0772714102675979,"Bus stop",1,0,0,0,13711
"Bus Stop (Lordsbury Field)",10590732,51.3461795055759,-0.14705384492166,"Bus stop",1,0,0,0,13712
"Bus Stop (Lordsbury Field)",10590732,51.3448334050425,-0.146663006665053,"Bus stop",1,0,0,0,13713
"Bus Stop (Manbey Grove)",10590732,51.5449678884725,0.0045692193001098,"Bus stop",1,0,0,0,13714
"Bus Stop (Mandela Close)",10590732,51.5110717376315,-0.229965903502551,"Bus stop",1,0,0,0,13715
"Bus Stop (Mandeville Road (Tw7))",10590732,51.4724806740696,-0.328307180837604,"Bus stop",1,0,0,0,13716
"Bus Stop (Manford Cross)",10590732,51.6092026303079,0.111212703217524,"Bus stop",1,0,0,0,13717
"Bus Stop (Manford Primary School)",10590732,51.6088260442889,0.101128601268339,"Bus stop",1,0,0,0,13718
"Bus Stop (Manford Primary School)",10590732,51.6090179928667,0.0994476522029655,"Bus stop",1,0,0,0,13719
"Bus Stop (Manfred Road)",10590732,51.4579876039199,-0.207362465372328,"Bus stop",1,0,0,0,13720
"Bus Stop (Byng Street)",10590732,51.500669014461,-0.0261198921265498,"Bus stop",1,0,0,0,13721
"Bus Stop (Manilla Street)",10590732,51.5014661134081,-0.0259269550550408,"Bus stop",1,0,0,0,13722
"Bus Stop (Manning Road)",10590732,51.3902743184117,0.120551986558995,"Bus stop",1,0,0,0,13723
"Bus Stop (Martins Corner Valence Avenue)",10590732,51.5516562514023,0.129232020362618,"Bus stop",1,0,0,0,13724
"Bus Stop (Rabbits Road)",10590732,51.5525688146238,0.0528081173060446,"Bus stop",1,0,0,0,13725
"Bus Stop (Martins Corner Valence Avenue)",10590732,51.551638019467,0.129245593650129,"Bus stop",1,0,0,0,13726
"Bus Stop (Martins Corner Wood Lane)",10590732,51.5523585807637,0.13017359054164,"Bus stop",1,0,0,0,13727
"Bus Stop (Martins Corner Wood Lane)",10590732,51.5523969632536,0.130536007613729,"Bus stop",1,0,0,0,13728
"Bus Stop (Marvels Lane Primary School)",10590732,51.4285772498457,0.0336798903587799,"Bus stop",1,0,0,0,13729
"Bus Stop (Arcadian Gardens)",10590732,51.6070079604028,-0.110920456855879,"Bus stop",1,0,0,0,13730
"Bus Stop (Masefield Avenue)",10590732,51.5150872012082,-0.366021293214417,"Bus stop",1,0,0,0,13731
"Bus Stop (Masefield Avenue)",10590732,51.5152666650969,-0.364703353526146,"Bus stop",1,0,0,0,13732
"Bus Stop (Masefield Close)",10590732,51.4687959597345,0.18640741680704,"Bus stop",1,0,0,0,13733
"Bus Stop (Masefield Close)",10590732,51.4685854182011,0.186123777049135,"Bus stop",1,0,0,0,13734
"Bus Stop (Mashiters Hill)",10590732,51.5970243259683,0.174858626791715,"Bus stop",1,0,0,0,13735
"Bus Stop (Mildmay Grove)",10590732,51.5491783786992,-0.084354618933962,"Bus stop",1,0,0,0,13736
"Bus Stop (Mildmay Library)",10590732,51.5478403524078,-0.0844685154748414,"Bus stop",1,0,0,0,13737
"Bus Stop (Mildmay Park Southgate Road)",10590732,51.5466525052563,-0.0844174473207418,"Bus stop",1,0,0,0,13738
"Bus Stop (Newington Green Mildmay Road)",10590732,51.550020699325,-0.0847231002280013,"Bus stop",1,0,0,0,13739
"Bus Stop (Cambridge Heath Road)",10590732,51.5196910132305,-0.0575133732540756,"Bus stop",1,0,0,0,13740
"Bus Stop (Mile End Road)",10590732,51.5213455877981,-0.045060685106781,"Bus stop",1,0,0,0,13741
"Bus Stop (Mile End Road)",10590732,51.521307618562,-0.0454803392972016,"Bus stop",1,0,0,0,13742
"Bus Stop (Beddington Cross)",10590732,51.3831901746471,-0.13777025608799,"Bus stop",1,0,0,0,13743
"Bus Stop (Miles Road)",10590732,51.4043819984294,-0.176405152765201,"Bus stop",1,0,0,0,13744
"Bus Stop (Leaves Green the Kings Arms)",10590732,51.336226788094,0.0301929789512729,"Bus stop",1,0,0,0,13745
"Bus Stop (Leaves Green the Kings Arms)",10590732,51.3362602453616,0.0303380246083938,"Bus stop",1,0,0,0,13746
"Bus Stop (Spring Gardens Woodford)",10590732,51.6036612976254,0.0344323157804673,"Bus stop",1,0,0,0,13747
"Bus Stop (Morden Court)",10590732,51.3997206164645,-0.197119794350648,"Bus stop",1,0,0,0,13748
"Bus Stop (Morden Court)",10590732,51.3988390643789,-0.197686365645401,"Bus stop",1,0,0,0,13749
"Bus Stop (Kenley Road (Sm4))",10590732,51.4038063001773,-0.191481301751409,"Bus stop",1,0,0,0,13750
"Bus Stop (Morden Hall)",10590732,51.4028101755767,-0.191031772894476,"Bus stop",1,0,0,0,13751
"Bus Stop (Morden Road)",10590732,51.4156353102891,-0.193473682286694,"Bus stop",1,0,0,0,13752
"Bus Stop (Morden Road)",10590732,51.4154924024907,-0.193536840680664,"Bus stop",1,0,0,0,13753
"Bus Stop (Abbotsbury Road)",10590732,51.3954522264545,-0.193233896632913,"Bus stop",1,0,0,0,13754
"Bus Stop (Abbotsbury Road)",10590732,51.3951310301591,-0.192815308347945,"Bus stop",1,0,0,0,13755
"Bus Stop (Morden Wharf Road)",10590732,51.4946847417164,0.0048691058260709,"Bus stop",1,0,0,0,13756
"Bus Stop (Nevern Place)",10590732,51.49330986355,-0.19445265970974,"Bus stop",1,0,0,0,13757
"Bus Stop (Neville Road)",10590732,51.5974394896083,0.0845899552747508,"Bus stop",1,0,0,0,13758
"Bus Stop (Neville Road)",10590732,51.5978666861736,0.0848405471870789,"Bus stop",1,0,0,0,13759
"Bus Stop (Southmere Lake)",10590732,51.4978299547265,0.12103123594166,"Bus stop",1,0,0,0,13760
"Bus Stop (Southmere Lake)",10590732,51.4987270526371,0.121649207478067,"Bus stop",1,0,0,0,13761
"Bus Stop (New Barnet Station Station Road)",10590732,51.6493962561204,-0.176794624160374,"Bus stop",1,0,0,0,13762
"Bus Stop (Newbury Road Compass Centre)",10590732,51.4810970088804,-0.465929314383597,"Bus stop",1,0,0,0,13763
"Bus Stop (New Cavendish Street)",10590732,51.5198752430003,-0.143861032044662,"Bus stop",1,0,0,0,13764
"Bus Stop (New Change Cannon Street)",10590732,51.5138208164827,-0.0965755338161479,"Bus stop",1,0,0,0,13765
"Bus Stop (New Change Cannon Street)",10590732,51.5135098998971,-0.0962570138495309,"Bus stop",1,0,0,0,13766
"Bus Stop (Prince Charles Drive)",10590732,51.5773774383679,-0.220189417566443,"Bus stop",1,0,0,0,13767
"Bus Stop (North Circular Road Brent Cross)",10590732,51.5774752179833,-0.219521715910684,"Bus stop",1,0,0,0,13768
"Bus Stop (Winslow Close)",10590732,51.5610527613971,-0.25467254185809,"Bus stop",1,0,0,0,13769
"Bus Stop (North Circular Road Golders Green)",10590732,51.5814737411978,-0.212812630721881,"Bus stop",1,0,0,0,13770
"Bus Stop (North Circular Road Golders Green)",10590732,51.581623902259,-0.213225312069896,"Bus stop",1,0,0,0,13771
"Bus Stop (Yeats Close)",10590732,51.5522989702731,-0.253781545461151,"Bus stop",1,0,0,0,13772
"Bus Stop (North Circular Road Beckton)",10590732,51.5242357917671,0.0695245626218655,"Bus stop",1,0,0,0,13773
"Bus Stop (Oakwood Road St. Pauls Church)",10590732,51.3735155214712,0.0705508348403898,"Bus stop",1,0,0,0,13774
"Bus Stop (Bancroft Road Ocean Estate)",10590732,51.5222306587612,-0.0447488935952821,"Bus stop",1,0,0,0,13775
"Bus Stop (Ocean Estate)",10590732,51.5222522340268,-0.0422685784079164,"Bus stop",1,0,0,0,13776
"Bus Stop (Ockendon Road)",10590732,51.5444933973131,-0.0893250804999626,"Bus stop",1,0,0,0,13777
"Bus Stop (Odeon Parade Upton Gardens)",10590732,51.5841487512299,-0.313357726266026,"Bus stop",1,0,0,0,13778
"Bus Stop (Offord Road)",10590732,51.5443927770214,-0.110875698921427,"Bus stop",1,0,0,0,13779
"Bus Stop (Offord Road)",10590732,51.5441079286845,-0.110498106742883,"Bus stop",1,0,0,0,13780
"Bus Stop (Oglethorpe Road)",10590732,51.5552239508046,0.147128033542375,"Bus stop",1,0,0,0,13781
"Bus Stop (Okehampton Crescent Lodge Hill)",10590732,51.4726377815735,0.113238553003743,"Bus stop",1,0,0,0,13782
"Bus Stop (Okehampton Road)",10590732,51.5376014320327,-0.222375960720929,"Bus stop",1,0,0,0,13783
"Bus Stop (Okehampton Road)",10590732,51.537515743963,-0.222062068974477,"Bus stop",1,0,0,0,13784
"Bus Stop (Oxford Road Wealdstone)",10590732,51.593376535004,-0.332361633274949,"Bus stop",1,0,0,0,13785
"Bus Stop (Palmerston Road)",10590732,51.5931896084279,-0.331863183874087,"Bus stop",1,0,0,0,13786
"Bus Stop (Oxford Road)",10590732,51.5814819297287,-0.349684027747365,"Bus stop",1,0,0,0,13787
"Bus Stop (Oxford Road)",10590732,51.5812523707565,-0.349345947268248,"Bus stop",1,0,0,0,13788
"Bus Stop (Oxford Road Hampton Hill)",10590732,51.4278275119949,-0.348824488025467,"Bus stop",1,0,0,0,13789
"Bus Stop (Oxford Road Hampton Hill)",10590732,51.4280218462037,-0.349853190920657,"Bus stop",1,0,0,0,13790
"Bus Stop (Crown Walk)",10590732,51.5457670774084,-0.482402787985395,"Bus stop",1,0,0,0,13791
"Bus Stop (Park Street)",10590732,51.3734855386559,-0.0979333477430846,"Bus stop",1,0,0,0,13792
"Bus Stop (Park Street)",10590732,51.3734272937845,-0.0982231244790358,"Bus stop",1,0,0,0,13793
"Bus Stop (Park View Road (Ub8))",10590732,51.5196719519082,-0.456216111227202,"Bus stop",1,0,0,0,13794
