"name","pointx_class","lat","lon","poi_class","Bus stop","Railway stations","Taxi rank","Underground entrance","id"
"Bus Stop (Crockenhill Road)",10590732,51.3877751113343,0.122491778948625,"Bus stop",1,0,0,0,5021
"Bus Stop (Burrfield Drive)",10590732,51.3880856996059,0.122721749905625,"Bus stop",1,0,0,0,5022
"Bus Stop (Burrfield Drive)",10590732,51.3876825323762,0.123134281017522,"Bus stop",1,0,0,0,5023
"Bus Stop (Crofters Mead)",10590732,51.3455669657059,-0.0371284341346356,"Bus stop",1,0,0,0,5024
"Bus Stop (Cu London University Wood Lane)",10590732,51.5620413990542,0.156394580379624,"Bus stop",1,0,0,0,5025
"Bus Stop (Cu London University Wood Lane)",10590732,51.5623753823521,0.157304928901172,"Bus stop",1,0,0,0,5026
"Bus Stop (Dagenham Road)",10590732,51.5656855297075,0.177705850952033,"Bus stop",1,0,0,0,5027
"Bus Stop (Rush Green Road)",10590732,51.5645294861397,0.176034571790448,"Bus stop",1,0,0,0,5028
"Bus Stop (Rush Green Road Dagenham Road)",10590732,51.5653666248558,0.175021217021017,"Bus stop",1,0,0,0,5029
"Bus Stop (Dagmar Avenue)",10590732,51.5573681448146,-0.291483854713753,"Bus stop",1,0,0,0,5030
"Bus Stop (Dagnam Park Square)",10590732,51.6055626039726,0.243432839032155,"Bus stop",1,0,0,0,5031
"Bus Stop (Dahomey Road)",10590732,51.4215144396406,-0.144986599496952,"Bus stop",1,0,0,0,5032
"Bus Stop (Dahomey Road)",10590732,51.4216795019505,-0.144620336401125,"Bus stop",1,0,0,0,5033
"Bus Stop (Dalberg Road Effra Parade)",10590732,51.455951618395,-0.110916476372714,"Bus stop",1,0,0,0,5034
"Bus Stop (Dale Park Road)",10590732,51.4105765340469,-0.0943668596230749,"Bus stop",1,0,0,0,5035
"Bus Stop (Dale Park Road)",10590732,51.4107631499972,-0.0942296815061118,"Bus stop",1,0,0,0,5036
"Bus Stop (Dale View)",10590732,51.4666553947078,0.185455596613044,"Bus stop",1,0,0,0,5037
"Bus Stop (Dale View)",10590732,51.4668191300697,0.186802439007123,"Bus stop",1,0,0,0,5038
"Bus Stop (Avon Road)",10590732,51.5290189686643,-0.367512079384576,"Bus stop",1,0,0,0,5039
"Bus Stop (Avon Road)",10590732,51.5281986756105,-0.3673684219539,"Bus stop",1,0,0,0,5040
"Bus Stop (River Drive)",10590732,51.5698242331937,0.256594048324998,"Bus stop",1,0,0,0,5041
"Bus Stop (River Drive)",10590732,51.5694250382062,0.256776305789335,"Bus stop",1,0,0,0,5042
"Bus Stop (Awlfield Avenue)",10590732,51.5980128745049,-0.0819249130087561,"Bus stop",1,0,0,0,5043
"Bus Stop (Awlfield Avenue)",10590732,51.5978437285376,-0.083130470823156,"Bus stop",1,0,0,0,5044
"Bus Stop (Aylesbury Street (Nw10))",10590732,51.5621434819844,-0.257270976332108,"Bus stop",1,0,0,0,5045
"Bus Stop (Aylesbury Street (Ec1))",10590732,51.5236172296088,-0.10289903402717,"Bus stop",1,0,0,0,5046
"Bus Stop (Harris Academy Battersea)",10590732,51.4732086892301,-0.161278381677756,"Bus stop",1,0,0,0,5047
"Bus Stop (Battersea Dogs and Cats Home)",10590732,51.4781954973498,-0.145035175248467,"Bus stop",1,0,0,0,5048
"Bus Stop (Battersea Dogs and Cats Home)",10590732,51.4783861476982,-0.144581008288699,"Bus stop",1,0,0,0,5049
"Bus Stop (Battersea High St Clapham Jct)",10590732,51.4700428284202,-0.172751573931356,"Bus stop",1,0,0,0,5050
"Bus Stop (Battersea High St Clapham Jct)",10590732,51.4695474536226,-0.171547518768677,"Bus stop",1,0,0,0,5051
"Bus Stop (Battersea High St Clapham Jct)",10590732,51.4704317810433,-0.170590661053192,"Bus stop",1,0,0,0,5052
"Bus Stop (Battersea High Street)",10590732,51.4744264819365,-0.176493137290883,"Bus stop",1,0,0,0,5053
"Bus Stop (Battersea High Street)",10590732,51.4743871768992,-0.176278708980854,"Bus stop",1,0,0,0,5054
"Bus Stop (Battersea Park Library)",10590732,51.4744576782084,-0.15663463398764,"Bus stop",1,0,0,0,5055
"Bus Stop (Battersea Park Library)",10590732,51.4744179772812,-0.15525385750291,"Bus stop",1,0,0,0,5056
"Bus Stop (Ethelburga Street)",10590732,51.4767482352556,-0.168523491422447,"Bus stop",1,0,0,0,5057
"Bus Stop (Bell Green Sainsbury's)",10590732,51.4306230206846,-0.0351107131357842,"Bus stop",1,0,0,0,5058
"Bus Stop (Bell Green Sainsbury's)",10590732,51.4306706715722,-0.0347346270581596,"Bus stop",1,0,0,0,5059
"Bus Stop (Brookehowse Road)",10590759,51.4317953595621,-0.0214075454209184,"Bus stop",1,0,0,0,5060
"Bus Stop (Bell Lane)",10590732,51.5857285457593,-0.220007446704151,"Bus stop",1,0,0,0,5061
"Bus Stop (Bell Road (Tw3))",10590732,51.4647306564184,-0.364754110998974,"Bus stop",1,0,0,0,5062
"Bus Stop (Bellwood Road)",10590732,51.4586717709359,-0.0458973656968538,"Bus stop",1,0,0,0,5063
"Bus Stop (Princess Alice)",10590732,51.4980363055978,0.0895023291751481,"Bus stop",1,0,0,0,5064
"Bus Stop (Belmarsh Prison)",10590732,51.4973012982012,0.0898721200276378,"Bus stop",1,0,0,0,5065
"Bus Stop (Biggin Hill Airport Passenger Terminal)",10590732,51.3307632534922,0.0268365876952975,"Bus stop",1,0,0,0,5066
"Bus Stop (Biggin Hill Airport Passenger Terminal)",10590732,51.3323793072776,0.0275107912808942,"Bus stop",1,0,0,0,5067
"Bus Stop (Lebanon Gardens)",10590732,51.3109679513263,0.0347169047327039,"Bus stop",1,0,0,0,5068
"Bus Stop (Lebanon Gardens)",10590732,51.3106377381744,0.0356062673509406,"Bus stop",1,0,0,0,5069
"Bus Stop (Lebanon Gardens)",10590732,51.3115585409552,0.0348865234100159,"Bus stop",1,0,0,0,5070
"Bus Stop (Biggin Hill Valley)",10590732,51.310193101585,0.0265039229005226,"Bus stop",1,0,0,0,5071
"Bus Stop (Bignold Road)",10590732,51.553059216582,0.024066805422114,"Bus stop",1,0,0,0,5072
"Bus Stop (Bignold Road)",10590732,51.5537603208341,0.0235641990781532,"Bus stop",1,0,0,0,5073
"Bus Stop (Bigs Hill Wood)",10590732,51.4525883136052,0.168619691948997,"Bus stop",1,0,0,0,5074
"Bus Stop (Bigs Hill Wood)",10590732,51.4523920317378,0.168049044262686,"Bus stop",1,0,0,0,5075
"Bus Stop (Billet Lane)",10590732,51.563132685859,0.216540803267557,"Bus stop",1,0,0,0,5076
"Bus Stop (Billet Lane)",10590732,51.5627414470899,0.216305348759874,"Bus stop",1,0,0,0,5077
"Bus Stop (Billet Road)",10590732,51.5984921861145,-0.0358726129941299,"Bus stop",1,0,0,0,5078
"Bus Stop (Bosworth Road)",10590732,51.5256781932201,-0.20764606649778,"Bus stop",1,0,0,0,5079
"Bus Stop (Bothwell Road)",10590732,51.3450558128559,-0.0132131733668493,"Bus stop",1,0,0,0,5080
"Bus Stop (Bothwell Street)",10590732,51.4835328667802,-0.21841581306034,"Bus stop",1,0,0,0,5081
"Bus Stop (Botwell Common)",10590732,51.5128059473368,-0.424728741415067,"Bus stop",1,0,0,0,5082
"Bus Stop (Botwell Common)",10590732,51.5118198661675,-0.424287186661781,"Bus stop",1,0,0,0,5083
"Bus Stop (Beechwood Avenue (Ub3))",10590732,51.5145712697834,-0.435693000188524,"Bus stop",1,0,0,0,5084
"Bus Stop (Beechwood Avenue (Ub3))",10590732,51.514449813721,-0.435351274588902,"Bus stop",1,0,0,0,5085
"Bus Stop (Botwell Green)",10590732,51.5076167670603,-0.419331118300679,"Bus stop",1,0,0,0,5086
"Bus Stop (Botwell Lane)",10590732,51.5100556933696,-0.420817464777703,"Bus stop",1,0,0,0,5087
"Bus Stop (Botwell Lane)",10590732,51.5093008926497,-0.420857971791651,"Bus stop",1,0,0,0,5088
"Bus Stop (Boughton Road)",10590732,51.4934067003518,0.0944480331099568,"Bus stop",1,0,0,0,5089
"Bus Stop (Boughton Road)",10590732,51.4929427848935,0.0947437015226712,"Bus stop",1,0,0,0,5090
"Bus Stop (Ellington Street)",10590732,51.5462306123843,-0.112761038065219,"Bus stop",1,0,0,0,5091
"Bus Stop (Gifford Gardens)",10590759,51.5229199039531,-0.344248611038921,"Bus stop",1,0,0,0,5092
"Bus Stop (Gifford Gardens)",10590759,51.5227397821422,-0.343592068565197,"Bus stop",1,0,0,0,5093
"Bus Stop (Coldharbour)",10590732,51.5034813888282,-0.007900421282232,"Bus stop",1,0,0,0,5094
"Bus Stop (Bridgeland Road)",10590732,51.5098694126722,0.0218636537112522,"Bus stop",1,0,0,0,5095
"Bus Stop (Bridgeland Road)",10590732,51.5097081142663,0.0213088854253422,"Bus stop",1,0,0,0,5096
"Bus Stop (Bridge Lane)",10590732,51.5861676511959,-0.209856930841205,"Bus stop",1,0,0,0,5097
"Bus Stop (Bridge Lane)",10590732,51.5859920579293,-0.209546263976602,"Bus stop",1,0,0,0,5098
"Bus Stop (Bridgen the Anchor)",10590732,51.4450668110672,0.133523129360267,"Bus stop",1,0,0,0,5099
"Bus Stop (Brookside Road)",10590732,51.5145949799364,-0.394848593870353,"Bus stop",1,0,0,0,5100
"Bus Stop (Brookside School)",10590732,51.6088573783579,0.22435710680265,"Bus stop",1,0,0,0,5101
"Bus Stop (Brookside School)",10590732,51.608502920183,0.22407980491871,"Bus stop",1,0,0,0,5102
"Bus Stop (Erith Road Brook Street)",10590732,51.4843834660178,0.151749119255345,"Bus stop",1,0,0,0,5103
"Bus Stop (Brook Street (Da17))",10590732,51.4844400262342,0.153076906304145,"Bus stop",1,0,0,0,5104
"Bus Stop (Barnehurst Avenue)",10590732,51.4711763635068,0.161336707409452,"Bus stop",1,0,0,0,5105
"Bus Stop (Bexley Road Northumberland Heath)",10590732,51.472734430372,0.162187948623683,"Bus stop",1,0,0,0,5106
"Bus Stop (Brook Street (Da8))",10590732,51.4706494561672,0.160649439288536,"Bus stop",1,0,0,0,5107
"Bus Stop (Brook Street (Kt1))",10590732,51.4083768208742,-0.303484613738393,"Bus stop",1,0,0,0,5108
"Bus Stop (Brook Street (Kt1))",10590732,51.40850639242,-0.303738636217373,"Bus stop",1,0,0,0,5109
"Bus Stop (Brook Road)",10590732,51.5685758148393,-0.241787637409904,"Bus stop",1,0,0,0,5110
"Bus Stop (Butlers Green)",10590732,51.557097293668,-0.317546660005442,"Bus stop",1,0,0,0,5111
"Bus Stop (Butter Hill)",10590732,51.3689013018299,-0.154282620753078,"Bus stop",1,0,0,0,5112
"Bus Stop (Butts Green Road)",10590732,51.5703733904895,0.220269856150875,"Bus stop",1,0,0,0,5113
"Bus Stop (Butts Green Road)",10590732,51.5702734685113,0.220322710089137,"Bus stop",1,0,0,0,5114
"Bus Stop (Northgate)",10590732,51.6091870102131,-0.439115237418096,"Bus stop",1,0,0,0,5115
"Bus Stop (Northgate)",10590732,51.6090477760398,-0.438787849752145,"Bus stop",1,0,0,0,5116
"Bus Stop (Buxton Road)",10590732,51.6320528261241,0.0055742605549097,"Bus stop",1,0,0,0,5117
"Bus Stop (Byron Avenue (Cr5))",10590732,51.3176871645465,-0.127623356380374,"Bus stop",1,0,0,0,5118
"Bus Stop (Byron Avenue (Sm1))",10590732,51.3662703238603,-0.179241188289651,"Bus stop",1,0,0,0,5119
"Bus Stop (Byron Avenue (Sm1))",10590732,51.3661437716893,-0.179777738893811,"Bus stop",1,0,0,0,5120
"Bus Stop (Bywater Place)",10590732,51.504722593958,-0.0367086521951548,"Bus stop",1,0,0,0,5121
"Bus Stop (Cains Lane)",10590732,51.4603516597282,-0.42990369353497,"Bus stop",1,0,0,0,5122
"Bus Stop (Carnegie Street)",10590732,51.536125207404,-0.116812735568394,"Bus stop",1,0,0,0,5123
"Bus Stop (Carnegie Street)",10590732,51.5357466157584,-0.116756265893429,"Bus stop",1,0,0,0,5124
"Bus Stop (Valley Road Caroline Close)",10590759,51.4326228160307,-0.118065239283528,"Bus stop",1,0,0,0,5125
"Bus Stop (Valley Road Caroline Close)",10590759,51.4322633474588,-0.118080011345065,"Bus stop",1,0,0,0,5126
"Bus Stop (Caroline Gardens)",10590732,51.4795053061757,-0.0598261911722266,"Bus stop",1,0,0,0,5127
"Bus Stop (Caroline Gardens)",10590732,51.4794570404193,-0.0596266181469291,"Bus stop",1,0,0,0,5128
"Bus Stop (Stratford High Street Carpenters Road)",10590732,51.5373470384737,-0.0025718627953017,"Bus stop",1,0,0,0,5129
"Bus Stop (Carronade Place)",10590732,51.4942406541265,0.0809441704240888,"Bus stop",1,0,0,0,5130
"Bus Stop (Carronade Place)",10590732,51.4937405293158,0.0807485167530566,"Bus stop",1,0,0,0,5131
"Bus Stop (Carshalton College)",10590732,51.3715634788243,-0.166330417197395,"Bus stop",1,0,0,0,5132
"Bus Stop (Carshalton High Street)",10590732,51.3654992943545,-0.160395471905373,"Bus stop",1,0,0,0,5133
"Bus Stop (Carshalton High Street)",10590732,51.3655850731287,-0.159558831611546,"Bus stop",1,0,0,0,5134
"Bus Stop (Sutherland Avenue (W9))",10590732,51.5242303186149,-0.188905235713938,"Bus stop",1,0,0,0,5135
"Bus Stop (Charing Cross Hospital)",10590732,51.4871141956612,-0.221531448704109,"Bus stop",1,0,0,0,5136
"Bus Stop (Hilldene Avenue Chatteris Avenue)",10590732,51.6061025307549,0.213578553565351,"Bus stop",1,0,0,0,5137
"Bus Stop (Hilldene Avenue Chatteris Avenue)",10590732,51.60534617374,0.21219866143165,"Bus stop",1,0,0,0,5138
"Bus Stop (Charlbury Grove)",10590732,51.5192749861976,-0.310609698146465,"Bus stop",1,0,0,0,5139
"Bus Stop (Charles Darwin School)",10590732,51.3157074911842,0.0445126400785654,"Bus stop",1,0,0,0,5140
"Bus Stop (Charles II Street)",10590732,51.5079418880573,-0.133077147163113,"Bus stop",1,0,0,0,5141
"Bus Stop (Charleston Close)",10590732,51.4404411105741,-0.413751837929252,"Bus stop",1,0,0,0,5142
"Bus Stop (Charleville Circus)",10590732,51.4266005899101,-0.0657648933458107,"Bus stop",1,0,0,0,5143
"Bus Stop (Charleville Circus)",10590732,51.4266112878817,-0.0669583867233772,"Bus stop",1,0,0,0,5144
"Bus Stop (Charlie Browns Roundabout)",10590732,51.5946242088938,0.0349236124017703,"Bus stop",1,0,0,0,5145
"Bus Stop (Raven Road)",10590732,51.5945726390383,0.0378955611544362,"Bus stop",1,0,0,0,5146
"Bus Stop (Chigwell Road)",10590732,51.6053822097892,0.0466546039574577,"Bus stop",1,0,0,0,5147
"Bus Stop (Childs Hill Cricklewood Lane)",10590732,51.5622824405238,-0.197420861298565,"Bus stop",1,0,0,0,5148
"Bus Stop (Childs Hill Cricklewood Lane)",10590732,51.5638377446175,-0.196811093812234,"Bus stop",1,0,0,0,5149
"Bus Stop (Childs Hill Cricklewood Lane)",10590732,51.5633730841227,-0.197002608877069,"Bus stop",1,0,0,0,5150
"Bus Stop (Childs Hill Finchley Road)",10590732,51.5630828121949,-0.19800960133189,"Bus stop",1,0,0,0,5151
"Bus Stop (Childs Hill Finchley Road)",10590732,51.5629790436588,-0.198864935431932,"Bus stop",1,0,0,0,5152
"Bus Stop (Childs Way)",10590732,51.5855761459638,-0.199992335521079,"Bus stop",1,0,0,0,5153
"Bus Stop (Childs Way)",10590732,51.58502484784,-0.199812037928954,"Bus stop",1,0,0,0,5154
"Bus Stop (Chingdale Road)",10590732,51.6198546724844,0.0089801486333031,"Bus stop",1,0,0,0,5155
"Bus Stop (Ridgeway Park)",10590732,51.6260581760004,-0.0141949890637134,"Bus stop",1,0,0,0,5156
"Bus Stop (Marsh Wall Heron Quay)",10590732,51.50304379209,-0.02562822778041,"Bus stop",1,0,0,0,5157
"Bus Stop (Clamp Hill)",10590732,51.6203326419978,-0.342987929001394,"Bus stop",1,0,0,0,5158
"Bus Stop (Clamp Hill)",10590732,51.621475502501,-0.342411798837038,"Bus stop",1,0,0,0,5159
"Bus Stop (Clapham Common Old Town)",10590732,51.4630509961949,-0.142698121065839,"Bus stop",1,0,0,0,5160
"Bus Stop (Cavendish Road Clapham South Station)",10590732,51.4537793771848,-0.14552131136923,"Bus stop",1,0,0,0,5161
"Bus Stop (Sisters Avenue)",10590732,51.4612785885937,-0.158605271689259,"Bus stop",1,0,0,0,5162
"Bus Stop (Clapham Junction Station the Falcon)",10590732,51.4643143865967,-0.1681287676535,"Bus stop",1,0,0,0,5163
"Bus Stop (Clapham Junction Station)",10590732,51.4640942042151,-0.167849655314245,"Bus stop",1,0,0,0,5164
"Bus Stop (Clapham Junction Station the Falcon)",10590732,51.4632215736966,-0.167827020042084,"Bus stop",1,0,0,0,5165
"Bus Stop (Clapham Junction Station the Falcon)",10590732,51.4630845214893,-0.167688547425418,"Bus stop",1,0,0,0,5166
"Bus Stop (Clapham Junction the Northcote)",10590732,51.4617618702256,-0.167640752488216,"Bus stop",1,0,0,0,5167
"Bus Stop (College Crescent)",10590732,51.5448548101325,-0.176447917853705,"Bus stop",1,0,0,0,5168
"Bus Stop (Finchley Road College Crescent)",10590732,51.5445277227456,-0.175653370446731,"Bus stop",1,0,0,0,5169
"Bus Stop (Allandale Avenue)",10590732,51.5923140970508,-0.199581624592639,"Bus stop",1,0,0,0,5170
"Bus Stop (Allandale Avenue)",10590732,51.5919155756344,-0.1993952661121,"Bus stop",1,0,0,0,5171
"Bus Stop (Maida Avenue)",10590732,51.6329976486851,-0.0135017427756502,"Bus stop",1,0,0,0,5172
"Bus Stop (Scrubs Lane)",10590732,51.5323809250667,-0.236348445827113,"Bus stop",1,0,0,0,5173
"Bus Stop (Scrubs Lane)",10590732,51.5323145486933,-0.236120324899941,"Bus stop",1,0,0,0,5174
"Bus Stop (Royal College St Crowndale Rd)",10590732,51.5366538344091,-0.134137527989465,"Bus stop",1,0,0,0,5175
"Bus Stop (Crystal Palace Parade College Road)",10590732,51.4235497406585,-0.0765521921902785,"Bus stop",1,0,0,0,5176
"Bus Stop (Crystal Palace Parade College Road)",10590732,51.4231983230876,-0.0765094122747069,"Bus stop",1,0,0,0,5177
"Bus Stop (College Road)",10590732,51.5358936252876,-0.225989580900371,"Bus stop",1,0,0,0,5178
"Bus Stop (Kingston Crown Court College)",10590732,51.4062105416049,-0.304168661928759,"Bus stop",1,0,0,0,5179
"Bus Stop (Collier Row Clockhouse Lane)",10590732,51.5989367558427,0.161881997288903,"Bus stop",1,0,0,0,5180
"Bus Stop (Chipstead Valley Rd Brighton Rd)",10590732,51.3207447463203,-0.138908364625666,"Bus stop",1,0,0,0,5181
"Bus Stop (Coulsdon Town)",10590732,51.3214519430285,-0.137573725276221,"Bus stop",1,0,0,0,5182
"Bus Stop (Coulsdon Common the Fox)",10590732,51.2962944505714,-0.10922989928894,"Bus stop",1,0,0,0,5183
"Bus Stop (Coulsdon Common the Fox)",10590732,51.2962130630424,-0.108645140034583,"Bus stop",1,0,0,0,5184
"Bus Stop (Coulsdon Court Road)",10590732,51.3143223652027,-0.124158599204531,"Bus stop",1,0,0,0,5185
"Bus Stop (Coulsdon Court Road)",10590732,51.314709951679,-0.12421453884607,"Bus stop",1,0,0,0,5186
"Bus Stop (Coulsdon Rise)",10590732,51.3110874897048,-0.128250740971845,"Bus stop",1,0,0,0,5187
"Bus Stop (Coulsdon Rise)",10590732,51.311087765501,-0.127705483473235,"Bus stop",1,0,0,0,5188
"Bus Stop (County Arms)",10590732,51.4505689488574,-0.174738124810243,"Bus stop",1,0,0,0,5189
"Bus Stop (County Arms)",10590732,51.4499428265689,-0.173798829857456,"Bus stop",1,0,0,0,5190
"Bus Stop (County Gate)",10590732,51.4326874892567,0.0777428631693855,"Bus stop",1,0,0,0,5191
"Bus Stop (County Gate)",10590732,51.4332709802509,0.0772945598672237,"Bus stop",1,0,0,0,5192
"Bus Stop (Crofton Avenue)",10590732,51.4393553101863,0.124666536167877,"Bus stop",1,0,0,0,5193
"Bus Stop (Crofton Avenue)",10590732,51.4391835550126,0.122730410717756,"Bus stop",1,0,0,0,5194
"Bus Stop (Crofton Road Crofton Lane)",10590732,51.3733525804852,0.0767075436404577,"Bus stop",1,0,0,0,5195
"Bus Stop (Crofton Lane Crofton Road)",10590732,51.3741811454036,0.0756242826207097,"Bus stop",1,0,0,0,5196
"Bus Stop (Allington Road Crofton Road)",10590732,51.373340435903,0.081951477523305,"Bus stop",1,0,0,0,5197
"Bus Stop (Allington Road Crofton Road)",10590732,51.3730575406782,0.0821829049233084,"Bus stop",1,0,0,0,5198
"Bus Stop (Crofton School)",10590732,51.3808070171067,0.0797897902724723,"Bus stop",1,0,0,0,5199
"Bus Stop (Crofton School)",10590732,51.3819576989509,0.0798132156579786,"Bus stop",1,0,0,0,5200
"Bus Stop (Old Palace John Whitgift Sch)",10590732,51.3590817022457,-0.0799004224952212,"Bus stop",1,0,0,0,5201
"Bus Stop (Old Palace John Whitgift Sch)",10590732,51.3593459799757,-0.0812108364875491,"Bus stop",1,0,0,0,5202
"Bus Stop (Dalgarno Gardens)",10590732,51.5223210176546,-0.222221481303105,"Bus stop",1,0,0,0,5203
"Bus Stop (Dalgarno Gardens)",10590732,51.5221119126113,-0.222071062988636,"Bus stop",1,0,0,0,5204
"Bus Stop (Dalling Road)",10590732,51.4929774366595,-0.235233375080943,"Bus stop",1,0,0,0,5205
"Bus Stop (Dalmeny Road)",10590732,51.5577007154726,-0.129337943225355,"Bus stop",1,0,0,0,5206
"Bus Stop (Dalmeny Road)",10590732,51.5574669850328,-0.131035380146438,"Bus stop",1,0,0,0,5207
"Bus Stop (Dalrymple Road)",10590732,51.4569428497418,-0.0355352165846507,"Bus stop",1,0,0,0,5208
"Bus Stop (Dalrymple Road)",10590732,51.4576620563584,-0.0349861267117785,"Bus stop",1,0,0,0,5209
"Bus Stop (Graham Road (E8))",10590732,51.5468473650146,-0.0694239970936349,"Bus stop",1,0,0,0,5210
"Bus Stop (Graham Road (E8))",10590732,51.5469795501994,-0.0692597503565037,"Bus stop",1,0,0,0,5211
"Bus Stop (Dalston Junction Station)",10590732,51.5461775474306,-0.0746300550026412,"Bus stop",1,0,0,0,5212
"Bus Stop (Balchen Road)",10590732,51.4688187156236,0.0358288453077996,"Bus stop",1,0,0,0,5213
"Bus Stop (Balfern Grove)",10590732,51.4895797413438,-0.250935713194373,"Bus stop",1,0,0,0,5214
"Bus Stop (Balfern Grove)",10590732,51.489367450623,-0.250569325406381,"Bus stop",1,0,0,0,5215
"Bus Stop (Balfour Street)",10590732,51.4913152501925,-0.0895614126305019,"Bus stop",1,0,0,0,5216
"Bus Stop (Balfour Street)",10590732,51.4913823766976,-0.0898179004973085,"Bus stop",1,0,0,0,5217
"Bus Stop (Balgores Lane)",10590732,51.5866941287206,0.200768549956221,"Bus stop",1,0,0,0,5218
"Bus Stop (The Drill Roundabout)",10590732,51.5788663992494,0.20720292442577,"Bus stop",1,0,0,0,5219
"Bus Stop (Balham Health Centre)",10590732,51.440908024513,-0.148747907829976,"Bus stop",1,0,0,0,5220
"Bus Stop (Balham Health Centre)",10590732,51.4408421640127,-0.148563511321205,"Bus stop",1,0,0,0,5221
"Bus Stop (Balham New Road)",10590732,51.4472717224464,-0.149123751536659,"Bus stop",1,0,0,0,5222
"Bus Stop (Ballards Road)",10590732,51.5383971126489,0.167245738396701,"Bus stop",1,0,0,0,5223
"Bus Stop (Goldfinch Road Thamesmead)",10590732,51.4982034214951,0.0887031398131699,"Bus stop",1,0,0,0,5224
"Bus Stop (Goldfinch Road Thamesmead)",10590732,51.4983787717024,0.0889560895780489,"Bus stop",1,0,0,0,5225
"Bus Stop (Battle of Britain War Memorial)",10590732,51.3517251283562,-0.115867203207165,"Bus stop",1,0,0,0,5226
"Bus Stop (Battle of Britain War Memorial)",10590732,51.3515098683603,-0.114784579474658,"Bus stop",1,0,0,0,5227
"Bus Stop (Baudwin Road)",10590732,51.4366205965401,0.0005414338719122,"Bus stop",1,0,0,0,5228
"Bus Stop (Baudwin Road)",10590732,51.4364014949611,0.0007332938981085,"Bus stop",1,0,0,0,5229
"Bus Stop (Bavaria Road)",10590732,51.5654565833081,-0.120607769505211,"Bus stop",1,0,0,0,5230
"Bus Stop (Bawdsey Avenue)",10590732,51.5819215437723,0.108056978502901,"Bus stop",1,0,0,0,5231
"Bus Stop (Bawdsey Avenue)",10590732,51.5811688343857,0.106405529948693,"Bus stop",1,0,0,0,5232
"Bus Stop (Bawtry Road)",10590732,51.6245855015296,-0.156002907941885,"Bus stop",1,0,0,0,5233
"Bus Stop (Bawtry Road)",10590732,51.6246835307426,-0.156519036684285,"Bus stop",1,0,0,0,5234
"Bus Stop (Bayham Street)",10590732,51.5382555115373,-0.140431219041108,"Bus stop",1,0,0,0,5235
"Bus Stop (Baylis Road Lower Marsh)",10590732,51.5013237677278,-0.110640133485559,"Bus stop",1,0,0,0,5236
"Bus Stop (Baytree Close)",10590732,51.4097549820261,0.0326576074008817,"Bus stop",1,0,0,0,5237
"Bus Stop (Belmont)",10590732,51.343643093657,-0.197741771872255,"Bus stop",1,0,0,0,5238
"Bus Stop (Belmont Station Road)",10590732,51.3439961405262,-0.201403760517104,"Bus stop",1,0,0,0,5239
"Bus Stop (Belmont Station Road)",10590732,51.3439472845042,-0.201735923797153,"Bus stop",1,0,0,0,5240
"Bus Stop (Belmont Avenue)",10590732,51.6451267640281,-0.156181347509173,"Bus stop",1,0,0,0,5241
"Bus Stop (Belmont Avenue)",10590732,51.6445841891667,-0.157706538290892,"Bus stop",1,0,0,0,5242
"Bus Stop (Belmont Health Centre)",10590732,51.600810070553,-0.320797703986386,"Bus stop",1,0,0,0,5243
"Bus Stop (Belmont Hill)",10590732,51.4617982732022,-0.0077870986627506,"Bus stop",1,0,0,0,5244
"Bus Stop (Belmont Hill)",10590732,51.46181441028,-0.0066203143046556,"Bus stop",1,0,0,0,5245
"Bus Stop (Belmont Lane)",10590732,51.6053365391274,-0.3097567283973,"Bus stop",1,0,0,0,5246
"Bus Stop (Belmont Lane)",10590732,51.6050758521927,-0.310387363967172,"Bus stop",1,0,0,0,5247
"Bus Stop (Edgebury Primary School)",10590732,51.424541279202,0.0720798208560729,"Bus stop",1,0,0,0,5248
"Bus Stop (Belmont Lane Edgebury)",10590732,51.4247056535941,0.0724468706015599,"Bus stop",1,0,0,0,5249
"Bus Stop (Rose Lane Billet Road)",10590732,51.5876459098098,0.134148164361299,"Bus stop",1,0,0,0,5250
"Bus Stop (Rose Lane Billet Road)",10590732,51.5874070507267,0.134425690702984,"Bus stop",1,0,0,0,5251
"Bus Stop (Billingsgate Market)",10590732,51.5063074438413,-0.0106879966291803,"Bus stop",1,0,0,0,5252
"Bus Stop (Billingsgate Market)",10590732,51.5062049334844,-0.0104763107334096,"Bus stop",1,0,0,0,5253
"Bus Stop (Bilton Road)",10590732,51.4775768945041,0.191983074500543,"Bus stop",1,0,0,0,5254
"Bus Stop (Bilton Road)",10590732,51.4773013668301,0.193251584137427,"Bus stop",1,0,0,0,5255
"Bus Stop (Bingham Road)",10590732,51.3808917861833,-0.0631227332758901,"Bus stop",1,0,0,0,5256
"Bus Stop (Bingham Road)",10590732,51.3804095656431,-0.0627838311581385,"Bus stop",1,0,0,0,5257
"Bus Stop (Birch Grove)",10590732,51.509285790814,-0.284060379213035,"Bus stop",1,0,0,0,5258
"Bus Stop (Birch Grove)",10590732,51.5094581648561,-0.285394087483572,"Bus stop",1,0,0,0,5259
"Bus Stop (Birch Road)",10590732,51.587198154003,0.16204644057881,"Bus stop",1,0,0,0,5260
"Bus Stop (Birch Road)",10590732,51.5866048317498,0.162523524924922,"Bus stop",1,0,0,0,5261
"Bus Stop (Birch Tree Avenue Layhams Rd)",10590759,51.3614423464379,0.0030670597526494,"Bus stop",1,0,0,0,5262
